COD_TIPO_DATO;TIPO_DATO;IDENTIFICADOR_MINT;COD_ELEMENTO;COD_NDP;DIRECCION_COMPLETA;DIRECCION AUXILIAR;CENTRO;COD_VIAL;CLASE_VIAL;PARTICULAS_VIAL;NOMBRE_VIAL;TIPO_NÚMERO;NÚMERO;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;UTMX;UTMY;LATITUD;LONGITUD;HORARIO;OBSERVACIONES;;;;
507;Contenedor de ropa;;;;Calle  Alegria de la Huerta , 9 ;;;;Calle;;Alegria de la Huerta ;;9;;;;VILLAVERDE;440968,40;4467466,20;40.35567;-3.69518;;;;;;
508;Contenedor de ropa;;;;Calle  Cestona, 5 ;;"Escuela Municipal De Musica ""Maestro Barbieri""";;Calle;;Cestona;;5;;;;USERA;439406,10;4469384,60;40.37284;-3.71376;;;;;;
509;Contenedor de ropa;;;;Avenida  Rafaela Ybarra , s/n ;;"Centro Deportivo Municipal ""Orcasitas""";;Avenida;;Rafaela Ybarra ;;s/n;;;;USERA;439406,10;4469384,60;40.36991;-3.71232;;;;;;
510;Contenedor de ropa;;;;Calle  Doctor Tolosa Latour , 13 ;;;;Calle;;Doctor Tolosa Latour ;;13;;;;USERA;440386,20;4469331,30;40.37243; -3.70221;;;;;;
511;Contenedor de ropa;;;;Avenida  Orcasur , 60 ;;;;Avenida;;Orcasur ;;60;;;;USERA;440413,20;4468559,60;40.36548;-3.70182;;;;;;
512;Contenedor de ropa;;;;Avenida  Orcasur, 135 ;;;;Avenida;;Orcasur;;135;;;;USERA;440488,60;4468533,40;40.36525; -3.70093;;;;;;
513;Contenedor de ropa;;;;Calle  De Albuñuelas , 13 ;;;;Calle;;De Albuñuelas ;;13;;;;USERA;440703,00;4468590,60;40.36578;-3.69841;;;;;;
514;Contenedor de ropa;;;;Calle  Moreja , 3 ;;"Centro Deportivo Municipal ""Orcasur""";;Calle;;Moreja ;;3;;;;USERA;440771,80;4468914,20;40.3687;-3.69763;;;;;;
515;Contenedor de ropa;;;;Calle  De Estafeta , 26 ;;;;Calle;;De Estafeta ;;26;;;;USERA;441228,70;4469259,10;40.37184;-3.69228;Lunes a Domingo 9:00 a 20:30;;;;;
516;Contenedor de ropa;;;;Calle  Carabelos, 1 frente;frente;;;Calle;;Carabelos;;1;;;;USERA;441326,90;4469221,70;40.37151;-3.69112;Todo el dia;;;;;
517;Contenedor de ropa;;;;Calle  Antonio López , 256 frente;frente;;;Calle;;Antonio López ;;256;;;;USERA;441011,80;4470172,20;40.38005; -3.69492;;;;;;
518;Contenedor de ropa;;;;Calle  Antonio López , 187 ;;;;Calle;;Antonio López ;;187;;;;USERA;440929,00;4470435,90;40.38242;-3.69592;;;;;;
519;Contenedor de ropa;;;;Avenida  Cordoba , 8 ;;;;Avenida;;Cordoba ;;8;;;;USERA;440659,90;4470871,00;40.38632;-3.69913;;;;;;
520;Contenedor de ropa;;;;Calle  Andres Arteaga , 5 ;;"Centro Deportivo Municipal ""Moscardó""";;Calle;;Andres Arteaga ;;5;;;;USERA;440079,50;4471104,30;40.38838; -3.70599;;;;;;
521;Contenedor de ropa;;;;Avenida  Rafaela Ybarra , 35 ;;;;Avenida;;Rafaela Ybarra ;;35;;;;USERA;439636,10;4470540,60;40.38327; -3.71116;;;;;;
522;Contenedor de ropa;;;;Avenida  Rafaela Ybarra , 73 ;;;;Avenida;;Rafaela Ybarra ;;73;;;;USERA;439596,60;4470061,30;40.37895;-3.71158;;;;;;
523;Contenedor de ropa;;;;Calle  Cristo de la Victoria , 245 ;;Punto Limpio Fijo;;Calle;;Cristo de la Victoria ;;245;;;;USERA;439762,00;4470046,70;40.37883; -3.70963;Lunes a Domingo 9:00 a 20:30;;;;;
524;Contenedor de ropa;;;;Calle  Puerto de la Cruz Verde , 21 ;;;;Calle;;Puerto de la Cruz Verde ;;21;;;;ARGANZUELA;441797,20;4470849,90;40.38621; -3.68573;;;;;;
525;Contenedor de ropa;;;;Calle  Puerto Bejar , 5 ;;;;Calle;;Puerto Bejar ;;5;;;;ARGANZUELA;441626,30;4471034,30;40.38786;-3.68776;;;;;;
526;Contenedor de ropa;;;;Calle  Bronce , 32 ;;;;Calle;;Bronce ;;32;;;;ARGANZUELA;441417,60;4471046,00;40.38795;-3.69022;;;;;;
527;Contenedor de ropa;;;;Calle  Teniente Coronel Noreña , 49 ;;;;Calle;;Teniente Coronel Noreña ;;49;;;;ARGANZUELA;441278,70;4470976,00;40.38731;-3.69185;;;;;;
528;Contenedor de ropa;;;;Calle  Ricardo Goizueta,  ;;"Instalación Deportiva Municipal Básica ""Ricardo Damas""";;Calle;;Ricardo Goizueta;;;;;;ARGANZUELA;441198,20;4470998,80;40.38751;-3.6928;;;;;;
529;Contenedor de ropa;;;;Paseo  Molino , 19 ;;;;Paseo;;Molino ;;19;;;;ARGANZUELA;441230,10;4471276,10;40.39001;-3.69245;;;;;;
530;Contenedor de ropa;;;;Calle  Antracita , 11 ;;;;Calle;;Antracita ;;11;;;;ARGANZUELA;441577,30;4471387,70;40.39104; -3.68837;;;;;;
531;Contenedor de ropa;;;;Calle  Parroco Eusebio Cuenca , 44 ;;;;Calle;;Parroco Eusebio Cuenca ;;44;;;;ARGANZUELA;441530,20;4471883,20;40.3955;-3.68897;;;;;;
532;Contenedor de ropa;;;;Calle  Alicante , 14 ;;"Centro Deportivo Municipal Arganzuela ""La Fundi""";;Calle;;Alicante ;;14;;;;ARGANZUELA;441334,80;4471754,80;40.39433;-3.69126;;;;;;
533;Contenedor de ropa;;;;Calle  Del  Granito , 6 ;;;;Calle;;Del  Granito ;;6;;;;ARGANZUELA;441142,40;4471568,70;40.39264;-3.69351;;;;;;
534;Contenedor de ropa;;;;Paseo  Delicias , 123 ;;;;Paseo;;Delicias ;;123;;;;ARGANZUELA;441044,10;4471590,60;40.39283; -3.69467;;;;;;
535;Contenedor de ropa;;;;Paseo  Paseo de la Chopera - Reloj,  ;;"Junta Municipal Distrito ""Casa del Reloj"" ";;Paseo;;Paseo de la Chopera - Reloj;;;;;;ARGANZUELA;440670,10;4471725,60;40.39402;-3.69909;;;;;;
536;Contenedor de ropa;;;;"Calle  Jaime ""El Conquistador"" , 33 ";;;;Calle;;"Jaime ""El Conquistador"" ";;33;;;;ARGANZUELA;440743,40;4471768,40;40.39441;-3.69823;;;;;;
537;Contenedor de ropa;;;;Paseo  Delicias , 38 ;;;;Paseo;;Delicias ;;38;;;;ARGANZUELA;441120,70;4472157,20;40.39794;-3.69382;;;;;;
538;Contenedor de ropa;;;;Calle  Embajadores , 126 ;;;;Calle;;Embajadores ;;126;;;;ARGANZUELA;440718,10;4472322,50;40.3994; -3.69858;;;;;;
539;Contenedor de ropa;;;;Calle  Del Ferrocarril , 11 ;;;;Calle;;Del Ferrocarril ;;11;;;;ARGANZUELA;441003,40;4472451,20;40.40058;-3.69523;;;;;;
540;Contenedor de ropa;;;;Calle  Palos de la Frontera , 42 ;;;;Calle;;Palos de la Frontera ;;42;;;;ARGANZUELA;441104,40;4472669,10;40.40255;-3.69406;;;;;;
541;Contenedor de ropa;;;;Paseo  Santa María de la Cabeza , 31 ;;;;Paseo;;Santa María de la Cabeza ;;31;;;;ARGANZUELA;440945,00;4472900,10;40.40462;-3.69596;;;;;;
542;Contenedor de ropa;;;;Paseo  Santa María de la Cabeza, 3 ;;;;Paseo;;Santa María de la Cabeza;;3;;;;ARGANZUELA;441130,10;4473130,70;40.40671; -3.6938;;;;;;
543;Contenedor de ropa;;;;Calle  General Lacy , 15 ;;;;Calle;;General Lacy ;;15;;;;ARGANZUELA;441414,10;4472886,50;40.40453;-3.69043;;;;;;
544;Contenedor de ropa;;;;Calle  Ancora , 20 ;;;;Calle;;Ancora ;;20;;;;ARGANZUELA;441328,50;4472676,20;40.40263;-3.69142;;;;;;
545;Contenedor de ropa;;;;Calle  Canarias , 54 ;;;;Calle;;Canarias ;;54;;;;ARGANZUELA;441465,00;4472560,80;40.4016;-3.6898;;;;;;
546;Contenedor de ropa;;;;Calle  Bustamante , 16 ;;;;Calle;;Bustamante ;;16;;;;ARGANZUELA;441589,60;4472431,10;40.40044;-3.68832;;;;;;
547;Contenedor de ropa;;;;Calle  Ramírez de Prado , 7 frente;frente;;;Calle;;Ramírez de Prado ;;7;;;;ARGANZUELA;441706,60;4472411,30;40.40027;-3.68694;;;;;;
548;Contenedor de ropa;;;;Calle  Mendez Alvaro  , 60 ;;;;Calle;;Mendez Alvaro  ;;60;;;;ARGANZUELA;442159,00;4471980,40;40.39642; -3.68157;;;;;;
549;Contenedor de ropa;;;;Calle  Retama , 5 ;;;;Calle;;Retama ;;5;;;;ARGANZUELA;442645,00;4471718,10;40.39409;-3.67582;;;;;;
550;Contenedor de ropa;;;;Calle  Mendez Alvaro  , 74 ;;;;Calle;;Mendez Alvaro  ;;74;;;;ARGANZUELA;442357,30;4471721,40;40.3941; -3.67921;;;;;;
551;Contenedor de ropa;;;;Calle  Estrella Denébola,  ;;Punto Limpio Fijo;;Calle;;Estrella Denébola;;;;;;ARGANZUELA;441979,20;4471772,00;40.39453;-3.68367;;;;;;
552;Contenedor de ropa;;;;Calle  Arganda , 28 ;;;;Calle;;Arganda ;;28;;;;ARGANZUELA;440027,30;4472437,90;40.40039;-3.70673;;;;;;
553;Contenedor de ropa;;;;Calle  Embajadores , 75 ;;;;Calle;;Embajadores ;;75;;;;ARGANZUELA;440533,90;4472746,90;40.40321; -3.70079;;;;;;
554;Contenedor de ropa;;;;Calle  Ronda de Toledo , 36 ;;;;Calle;;Ronda de Toledo ;;36;;;;ARGANZUELA;440193,70;4472974,90;40.40524;-3.70482;;;;;;
555;Contenedor de ropa;;;;Paseo  Esperanza , 8 ;;;;Paseo;;Esperanza ;;8;;;;ARGANZUELA;440075,10;4472678,40;40.40256;-3.70619;;;;;;
556;Contenedor de ropa;;;;Calle  Arganda, 25 ;;"Centro Deportivo Municipal ""Peñuelas""";;Calle;;Arganda;;25;;;;ARGANZUELA;440177,70;4472243,50;40.39865; -3.70494;;;;;;
557;Contenedor de ropa;;;;Calle  Doctor Vallejo Najera , 31 ;;;;Calle;;Doctor Vallejo Najera ;;31;;;;ARGANZUELA;439756,60;4472649,80;40.40228;-3.70994;;;;;;
558;Contenedor de ropa;;;;Calle  Imperial , 87 ;;;;Calle;;Imperial ;;87;;;;ARGANZUELA;439296,00;4472570,30;40.40153;-3.71536;;;;;;
559;Contenedor de ropa;;;;Calle  Toledo , 167 ;;;;Calle;;Toledo ;;167;;;;ARGANZUELA;439480,30;4472688,70;40.40261; -3.7132;;;;;;
560;Contenedor de ropa;;;;Calle  Toledo , 122 ;;;;Calle;;Toledo ;;122;;;;ARGANZUELA;439551,80;4473042,20;40.4058;-3.71239;;;;;;
561;Contenedor de ropa;;;;Paseo  Pontones, 19 ;;;;Paseo;;Pontones;;19;;;;ARGANZUELA;439085,60;4472893,90;40.40443; -3.71787;;;;;;
562;Contenedor de ropa;;;;Paseo  Melancolicos , 47 ;;;;Paseo;;Melancolicos ;;47;;;;ARGANZUELA;438877,80;4473008,80;40.40545;-3.72033;;;;;;
563;Contenedor de ropa;;;;Paseo  Imperial , 20 ;;"Centro Deportivo Municipal ""Marqués de Samaranch""";;Paseo;;Imperial ;;20;;;;ARGANZUELA;439131,80;4473247,70;40.40762;-3.71736;;;;;;
564;Contenedor de ropa;;;;Paseo  Melancolicos , 6 ;;;;Paseo;;Melancolicos ;;6;;;;ARGANZUELA;438981,70;4473469,80;40.40961; -3.71915;;;;;;
565;Contenedor de ropa;;;;Calle  Juan Duque , 25 ;;;;Calle;;Juan Duque ;;25;;;;ARGANZUELA;438963,10;4473684,20;40.41154; -3.71939;Lunes a Viernes 9:00 a 14:00;;;;;
566;Contenedor de ropa;;;;Calle  Virgen del Puerto , 2 ;;;;Calle;;Virgen del Puerto ;;2;;;;ARGANZUELA;438786,70;4473703,40;40.4117;-3.72147;;;;;;
567;Contenedor de ropa;;;;Paseo  Virgen Puerto , 11 ;;;;Paseo;;Virgen Puerto ;;11;;;;ARGANZUELA;438838,90;4473860,60;40.41312; -3.72087;;;;;;
568;Contenedor de ropa;;;;Avenida  Poblados , 112 ;;;;Avenida;;Poblados ;;112;;;;CARABANCHEL;437942,00;4469445,40;40.37328;-3.73101;;;;;;
569;Contenedor de ropa;;;;Calle  Alfonso Fernandez , 23 ;;"Centro Sociocultural ""Carabanchel Alto""";;Calle;;Alfonso Fernandez ;;23;;;;CARABANCHEL;435874,70;4468752,40;40.36688; -3.75529;;;;;;
570;Contenedor de ropa;;;;Calle  Camino Viejo de Leganés , 177 ;;;;Calle;;Camino Viejo de Leganés ;;177;;;;CARABANCHEL;437963,10;4470354,40;40.38147;-3.73085;;;;;;
571;Contenedor de ropa;;;;Plaza  Setúbal  , 4 ;;;;Plaza;;Setúbal  ;;4;;;;CARABANCHEL;438529,30;4470557,30;40.38334;-3.7242;;;;;;
572;Contenedor de ropa;;;;Calle  De Portalegre , 108 ;;;;Calle;;De Portalegre ;;108;;;;CARABANCHEL;438579,10;4470834,40;40.38584;-3.72364;;;;;;
573;Contenedor de ropa;;;;Calle  Antonia Lancha , 54 ;;"Centro De Mayores ""San Vicente Paúl""";;Calle;;Antonia Lancha ;;54;;;;CARABANCHEL;438649,70;4470849,40;40.38598;-3.72281;;;;;;
574;Contenedor de ropa;;;;Calle  Vía Lusitana, 100 ;;;;Calle;;Vía Lusitana;;100;;;;CARABANCHEL;439024,60;4470706,50;40.38472;-3.71838;;;;;;
575;Contenedor de ropa;;;;Calle  De la Vía , 15 ;;;;Calle;;De la Vía ;;15;;;;CARABANCHEL;438963,80;4470852,40;40.38603;-3.71911;;;;;;
576;Contenedor de ropa;;;;Calle  Alejandro Sánchez , 68 ;;;;Calle;;Alejandro Sánchez ;;68;;;;CARABANCHEL;438850,90;4471272,90;40.38981;-3.72048;;;;;;
577;Contenedor de ropa;;;;Calle  Mercedes Arteaga , 43 ;;;;Calle;;Mercedes Arteaga ;;43;;;;CARABANCHEL;438653,50;4471418,80;40.39111;-3.72282;;;;;;
578;Contenedor de ropa;;;;Calle  Catorce Olivas , s/n ;;"Centro Deportivo Municipal ""Francisco Fernández Ochoa"".";;Calle;;Catorce Olivas ;;s/n;;;;CARABANCHEL;437090,60;4468643,30;40.36599;-3.74096;;;;;;
579;Contenedor de ropa;;;;Calle  Antonio Leyva, 72 ;;;;Calle;;Antonio Leyva;;72;;;;CARABANCHEL;439229,90;4471325,30;40.39031;-3.71602;;;;;;
580;Contenedor de ropa;;;;Calle  Antonio de Leyva , 18 ;;;;Calle;;Antonio de Leyva ;;18;;;;CARABANCHEL;439262,70;4471810,20;40.39468;-3.71568;;;;;;
581;Contenedor de ropa;;;;Calle  Jacinto Verdaguer , 18 ;;;;Calle;;Jacinto Verdaguer ;;18;;;;CARABANCHEL;439134,60;4471923,30;40.39569;-3.7172;;;;;;
582;Contenedor de ropa;;;;Calle  Cidro , 5 ;;Punto Limpio Fijo.;;Calle;;Cidro ;;5;;;;CARABANCHEL;436678,30;4468887,60;40.36816;-3.74584;Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.;;;;;
583;Contenedor de ropa;;;;Avenida  Oporto, 56 ;;;;Avenida;;Oporto;;56;;;;CARABANCHEL;438179,30;4470932,10;40.38669;-3.72836;Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.;;;;;
584;Contenedor de ropa;;;;Calle  Jose del Rio, 23 ;;;;Calle;;Jose del Rio;;23;;;;CARABANCHEL;437949,10;4471743,20;40.39398; -3.73115;;;;;;
585;Contenedor de ropa;;;;Calle  Comandante Fontanes , 8 ;;"Centro Atención Mujeres ""María Maeztu""";;Calle;;Comandante Fontanes ;;8;;;;CARABANCHEL;438748,10;4471887,60;40.39534;-3.72175;;;;;;
586;Contenedor de ropa;;;;Calle  Vía Carpetana , 304 ;;;;Calle;;Vía Carpetana ;;304;;;;CARABANCHEL;437123,30;4471642,40;40.39301; -3.74087;;;;;;
587;Contenedor de ropa;;;;Calle  Laguna , 115 ;;;;Calle;;Laguna ;;115;;;;CARABANCHEL;437025,10;4471472,30;40.39147;-3.74201;;;;;;
588;Contenedor de ropa;;;;Calle  Las Clarisas , 21 ;;;;Calle;;Las Clarisas ;;21;;;;CARABANCHEL;438313,90;4471303,90;40.39005;-3.72681;;;;;;
589;Contenedor de ropa;;;;Avenida  Pedro Díez , 1 ;;;;Avenida;;Pedro Díez ;;1;;;;CARABANCHEL;438123,40;4471364,40;40.39058;-3.72906;;;;;;
590;Contenedor de ropa;;;;Calle  Julián González, 7 ;;"Instalación Deportiva Básica ""Julián González""";;Calle;;Julián González;;7;;;;CARABANCHEL;438964,10;4472247,70;40.3986;-3.71924;;;;;;
591;Contenedor de ropa;;;;Calle  Ontanilla , 25 ;;"Instalación Deportiva Básica ""Ontanilla""";;Calle;;Ontanilla ;;25;;;;CARABANCHEL;437907,50;4469682,20;40.37541;-3.73144;;;;;;
592;Contenedor de ropa;;;;Calle  Patrimonio  Humanidad , 37 ;;Centro Atención Adolescentes Aspa.;;Calle;;Patrimonio  Humanidad ;;37;;;;CARABANCHEL;435192,20;4468182,10;40.36169;-3.76327;Todo el dia;;;;;
593;Contenedor de ropa;;;;Avenida  Peseta , 103 ;;;;Avenida;;Peseta ;;103;;;;CARABANCHEL;436603,30;4468351,00;40.36332; -3.74667;;;;;;
594;Contenedor de ropa;;;;Avenida  Peseta , 62 ;;;;Avenida;;Peseta ;;62;;;;CARABANCHEL;435776,80;4468221,50;40.36209;-3.75639;;;;;;
595;Contenedor de ropa;;;;Calle  Patrimonio  Humanidad , 6 ;;;;Calle;;Patrimonio  Humanidad ;;6;;;;CARABANCHEL;435568,00;4468130,00;40.36125;-3.75884;;;;;;
596;Contenedor de ropa;;;;Calle  Salvador Allende , 22 ;;;;Calle;;Salvador Allende ;;22;;;;CARABANCHEL;435652,00;4468420,10;40.36387;-3.75788;;;;;;
597;Contenedor de ropa;;;;Calle  Verdad, 29 ;;"Centro Cultural ""Fernando Lázaro Carreter""";;Calle;;Verdad;;29;;;;CARABANCHEL;439136,80;4471462,60;40.39154; -3.71713;;;;;;
598;Contenedor de ropa;;;;Calle  Pinar de San José , 50 frente;frente;;;Calle;;Pinar de San José ;;50;;;;CARABANCHEL;434897,00;4468312,30;40.36284;-3.76676;;;;;;
599;Contenedor de ropa;;;;Avenida  Peseta, 22 ;;;;Avenida;;Peseta;;22;;;;CARABANCHEL;435198,10;4468469,50;40.36428;-3.76323;;;;;;
600;Contenedor de ropa;;;;Calle  Camino de las Cruces , 17 ;;;;Calle;;Camino de las Cruces ;;17;;;;CARABANCHEL;435545,40;4469064,90;40.36967;-3.7592;;;;;;
601;Contenedor de ropa;;;;Calle  Zaida , 36 (frente C.S.S. Zaida);(frente C.S.S. Zaida);;;Calle;;Zaida ;;36;;;;CARABANCHEL;437531,80;4471675,60;40.39334;-3.73606;;;;;;
602;Contenedor de ropa;;;;Avenida  Carabanchel Alto , 90 ;;;;Avenida;;Carabanchel Alto ;;90;;;;CARABANCHEL;436024,20;4468861,00;40.36787;-3.75354;;;;;;
603;Contenedor de ropa;;;;Avenida  Carabanchel Alto , 34 ;;;;Avenida;;Carabanchel Alto ;;34;;;;CARABANCHEL;436159,10;4469343,80;40.37223;-3.752;Todo el dia;;;;;
604;Contenedor de ropa;;;;Avenida  Nuestr Sra de Fátima , 98 ;;;;Avenida;;Nuestr Sra de Fátima ;;98;;;;CARABANCHEL;436462,90;4470329,20;40.38113; -3.74852;;;;;;
605;Contenedor de ropa;;;;Calle  Montseñor Oscar Romero , 41 ;;;;Calle;;Montseñor Oscar Romero ;;41;;;;CARABANCHEL;436650,70;4470450,80;40.38224;-3.74632;;;;;;
606;Contenedor de ropa;;;;Calle  Nuestra Señora de la Luz , 12 ;;;;Calle;;Nuestra Señora de la Luz ;;12;;;;CARABANCHEL;436912,20;4470556,30;40.38321;-3.74325;;;;;;
607;Contenedor de ropa;;;;Calle  Vía Carpetana, 199 ;;;;Calle;;Vía Carpetana;;199;;;;CARABANCHEL;436846,30;4471194,00;40.38895;-3.74409;;;;;;
608;Contenedor de ropa;;;;Avenida  Nuestr Sra de Fátima , 16 ;;;;Avenida;;Nuestr Sra de Fátima ;;16;;;;CARABANCHEL;436884,30;4470972,80;40.38696;-3.74362;;;;;;
609;Contenedor de ropa;;;;Paseo  Muñoz Grandes , 11 ;;;;Paseo;;Muñoz Grandes ;;11;;;;CARABANCHEL;437140,90;4470803,10;40.38545;-3.74058;;;;;;
610;Contenedor de ropa;;;;Avenida  Plaza de Toros , 3 ;;;;Avenida;;Plaza de Toros ;;3;;;;CARABANCHEL;437402,30;4470798,60;40.38543; -3.7375;Todo el dia;;;;;
611;Contenedor de ropa;;;;Calle  De Belzunegui , 18 ;;;;Calle;;De Belzunegui ;;18;;;;CARABANCHEL;437230,80;4469783,30;40.37627;-3.73942;;;;;;
612;Contenedor de ropa;;;;Calle  Santanderina , 7 ;;"Centro Cultural ""El Pozo""";;Calle;;Santanderina ;;7;;;;PUENTE VALLECAS;444034,30;4469438,60;40.37365; -3.65925;;;;;;
613;Contenedor de ropa;;;;Avenida  Entrevias , 88 ;;;;Avenida;;Entrevias ;;88;;;;PUENTE VALLECAS;443568,90;4469971,60;40.37842;-3.66478;;;;;;
614;Contenedor de ropa;;;;Calle  Serena , 322 ;;;;Calle;;Serena ;;322;;;;PUENTE VALLECAS;443203,60;4469824,50;40.37707;-3.66907;;;;;;
615;Contenedor de ropa;;;;Calle  Ronda del Sur , 4 ;;"Centro Deportivo Municipal ""Entrevías""";;Calle;;Ronda del Sur ;;4;;;;PUENTE VALLECAS;442794,90;4469896,40;40.37769;-3.67389;Todo el dia;;;;;
616;Contenedor de ropa;;;;Calle  Los Pedroches, 9  frente; frente;;;Calle;;Los Pedroches;;9;;;;PUENTE VALLECAS;442750,60;4470205,40;40.38047;-3.67444;;;;;;
617;Contenedor de ropa;;;;Calle  Conde Rodríguez San Pedro , 60 ;;;;Calle;;Conde Rodríguez San Pedro ;;60;;;;PUENTE VALLECAS;443103,60;4470523,50;40.38336; -3.67031;;;;;;
618;Contenedor de ropa;;;;Calle  Sierra Carbonera , 74 ;;"Centro Sociocultural ""Talleres Creatividad""";;Calle;;Sierra Carbonera ;;74;;;;PUENTE VALLECAS;443540,60;4471292,80;40.39032;-3.66523;;;;;;
619;Contenedor de ropa;;;;Calle  Arroyo del Olivar , 110 ;;;;Calle;;Arroyo del Olivar ;;110;;;;PUENTE VALLECAS;444310,50;4471191,60;40.38946;-3.65615;;;;;;
620;Contenedor de ropa;;;;Calle  Buenos Aires , 52 ;;;;Calle;;Buenos Aires ;;52;;;;PUENTE VALLECAS;444544,80;4470851,30;40.38641; -3.65336;;;;;;
621;Contenedor de ropa;;;;Calle  Buenos Aires , 95 ;;;;Calle;;Buenos Aires ;;95;;;;PUENTE VALLECAS;444623,00;4470168,00;40.38026;-3.65238;;;;;;
622;Contenedor de ropa;;;;Avenida  Pablo Neruda , 89 ;;;;Avenida;;Pablo Neruda ;;89;;;;PUENTE VALLECAS;443951,50;4470282,90;40.38125;-3.6603;Lunes a Viernes 7:00 a 23:00. Sábados 8:00 a 22:00. Domingos y festivos 9:00 a 15:00;;;;;
623;Contenedor de ropa;;;;Avenida  Pablo Neruda , 132 ;;;;Avenida;;Pablo Neruda ;;132;;;;PUENTE VALLECAS;444249,00;4470329,50;40.38169;-3.6568;;;;;;
624;Contenedor de ropa;;;;Calle  Miguel Hernández , 112 ;;;;Calle;;Miguel Hernández ;;112;;;;PUENTE VALLECAS;444918,10;4470128,10;40.37992;-3.6489;;;;;;
625;Contenedor de ropa;;;;Calle  Rafael Alberti , 29 ;;;;Calle;;Rafael Alberti ;;29;;;;PUENTE VALLECAS;445532,90;4470734,10;40.38542;-3.64171;;;;;;
626;Contenedor de ropa;;;;Avenida  Albufera , 248 ;;;;Avenida;;Albufera ;;248;;;;PUENTE VALLECAS;445551,50;4471078,10;40.38852;-3.64152;;;;;;
627;Contenedor de ropa;;;;Calle  Rafael Fernandez Hijicos, 1 ;;;;Calle;;Rafael Fernandez Hijicos;;1;;;;PUENTE VALLECAS;445959,30;4471484,80;40.39221;-3.63675;;;;;;
628;Contenedor de ropa;;;;Calle   José Paulette, 43 ;;Punto Limpio Fijo.;;Calle;; José Paulette;;43;;;;PUENTE VALLECAS;444449,30;4471703,40;40.39408;-3.65456;;;;;;
629;Contenedor de ropa;;;;Calle  Ramón Perez de Ayala , 60 ;;;;Calle;;Ramón Perez de Ayala ;;60;;;;PUENTE VALLECAS;444447,60;4472053,10;40.39723;-3.65461;;;;;;
630;Contenedor de ropa;;;;Calle  Puerto Navacerrada, 17 ;;;;Calle;;Puerto Navacerrada;;17;;;;PUENTE VALLECAS;444173,80;4472324,80;40.39966; -3.65786;;;;;;
631;Contenedor de ropa;;;;Calle  Sierra Toledana , 29 ;;;;Calle;;Sierra Toledana ;;29;;;;PUENTE VALLECAS;443961,00;4472582,80;40.40197;-3.66039;;;;;;
632;Contenedor de ropa;;;;Calle  Convenio  , 39 ;;;;Calle;;Convenio  ;;39;;;;PUENTE VALLECAS;442986,60;4471329,20;40.39061;-3.67176;Lunes a Viernes 7:00 a 23:00. Sábados 8:00 a 22:00. Domingos y festivos 9:00 a 15:00;;;;;
633;Contenedor de ropa;;;;Calle  Ensanche Vallecas , 102 ;;;;Calle;;Ensanche Vallecas ;;102;;;;VILLA VALLECAS;449415,70;4468007,40;40.3611; -3.59575;;;;;;
634;Contenedor de ropa;;;;Calle  Ensanche Vallecas , 79 ;;;;Calle;;Ensanche Vallecas ;;79;;;;VILLA VALLECAS;449347,20;4468179,90;40.36265; -3.59657;;;;;;
635;Contenedor de ropa;;;;Calle  Adolfo Marsillach , 20 ;;;;Calle;;Adolfo Marsillach ;;20;;;;VILLA VALLECAS;449535,40;4468256,30;40.36335; -3.59436;Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.;;;;;
636;Contenedor de ropa;;;;Calle  Antonio Gades  , 15 ;;;;Calle;;Antonio Gades  ;;15;;;;VILLA VALLECAS;449702,30;4468576,00;40.36624;-3.59242;;;;;;
637;Contenedor de ropa;;;;Calle  Ensanche Vallecas , 62 ;;;;Calle;;Ensanche Vallecas ;;62;;;;VILLA VALLECAS;448856,20;4468399,70;40.3646;-3.60237;;;;;;
638;Contenedor de ropa;;;;Calle  Peñaranda de Bracamontes , 22 ;;;;Calle;;Peñaranda de Bracamontes ;;22;;;;VILLA VALLECAS;448335,00;4469027,10;40.37022;-3.60856;;;;;;
639;Contenedor de ropa;;;;Calle  Peñaranda de Bracamontes , 57 ;;;;Calle;;Peñaranda de Bracamontes ;;57;;;;VILLA VALLECAS;448107,90;4468609,00;40.36644;-3.6112;Lunes a Viernes 10:00 a 14:00 y 16:00 a 20:00;;;;;
640;Contenedor de ropa;;;;Calle  Granja de San Idelfonso , 29 ;;;;Calle;;Granja de San Idelfonso ;;29;;;;VILLA VALLECAS;447509,10;4468576,60;40.36611; -3.61825;;;;;;
641;Contenedor de ropa;;;;Calle  Alameda del Valle , 26 ;;;;Calle;;Alameda del Valle ;;26;;;;VILLA VALLECAS;447396,60;4468516,30;40.36556; -3.61957;;;;;;
642;Contenedor de ropa;;;;Avenida  Gavia , 39 ;;;;Avenida;;Gavia ;;39;;;;VILLA VALLECAS;447864,10;4468954,80;40.36954; -3.6141;;;;;;
