Parada;nodo Inter Urbano;TIPO MOBILIARIO (ACTUAL);DISTRITO;DIRECCIÓN;VIAL;Nº;emplazamiento;sentido;Direccion_completa;Coord ED50_X;Coord ED50_Y;CONT PILAS;nº_linea;X ETRS89 U.T.M.;Y ETRS89 U.T.M.;Longitud;Latitud
1232;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;GENOVA;CALLE;27;JTO BANCO B.N.P.;C/ SAGASTA;GENOVA, CALLE Nº27 JTO BANCO B.N.P. C/ SAGASTA;441410,2;4475464,5;SI;21/N23/N25/N26/;441300,79;4475257,02;-3.6919843;40.4258771
5691;;MARQUESINA MOD XXI 4-M STD;SAN BLAS;CASTILLO DE UCLES;CALLE;49;-;HNOS GARCIA NOBLEJAS;CASTILLO DE UCLES, CALLE Nº49  HNOS GARCIA NOBLEJAS;447268,1563;4476152;SI;109/;447158,72;4475944,44;-3.6229884;40.4324625
1229;;MARQUESINA MOD XXI 5-M STD;CENTRO;GENOVA;CALLE;6;JTO CAJA POSTAL;PZA DE COLON;GENOVA, CALLE Nº6 JTO CAJA POSTAL PZA DE COLON;441146,7;4475616,1;SI;21/37/N23/;441037,29;4475408,62;-3.6951044;40.4272242
1384;;MARQUESINA MOD XXI 4-M REDUCIDA ;CHAMBERI;BRAVO MURILLO;CALLE;29;ESQ C/ DONOSO CORTES;GTA QUEVEDO;BRAVO MURILLO, CALLE Nº29 ESQ C/ DONOSO CORTES GTA QUEVEDO;440367,1;4476633,3;SI;37/149/;440257,7;4476425,83;-3.7043899;40.436332
1325;;MARQUESINA MOD XXI 4-M STD;CHAMBERI;ALBERTO AGUILERA;CALLE;26;-;C/ PRINCESA;ALBERTO AGUILERA, CALLE Nº26 - C/ PRINCESA;439878,1;4475948,9;SI;21/M2/;439768,7;4475741,44;-3.7100901;40.4301315
736;;MARQUESINA MOD XXI 5-M STD;CENTRO;PRINCESA;CALLE;0;ANT  C/ ALBERTO AGUILERA;PZA. MONCLOA;PRINCESA, CALLE Nº0 ANTES  C/ ALBERTO AGUILERA PZA. MONCLOA;439390,7;4475960,6;SI;1/44/133/C1/N21/CT1/;439281,3;4475753,14;-3.715837;40.4302014
1228;;MARQUESINA MOD XXI 4-M STD;CHAMBERI;SAGASTA;CALLE;19;ANT DE C/ FCO. DE ROJAS;GTA DE BILBAO;SAGASTA, CALLE Nº19 ANTES DE C/ FCO. DE ROJAS GTA DE BILBAO;440818,3;4475755,3;SI;3/21/;440708,89;4475547,83;-3.6989886;40.4284549
2967;;MARQUESINA MOD XXI 4-M STD;CENTRO;CARRANZA;CALLE;7;-;SAGASTA;CARRANZA, CALLE Nº3 - SAGASTA;440474,6;4475821,4;SI;21/147/;440365,2;4475613,93;-3.7030463;40.4290258
1224;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;ALBERTO AGUILERA;CALLE;10;FTE Nº 3;C/ PRINCESA;ALBERTO AGUILERA, CALLE Nº10 FTE Nº 3 C/ PRINCESA;440104,5;4475917,2;SI;21/;439995,1;4475709,73;-3.7074182;40.4298622
1434;;MARQUESINA MOD XXI 5-M STD;RETIRO;DR. ESQUERDO;CALLE;173;ESQ PZA CONDE CASAL;PZA MANUEL BECERRA;DR. ESQUERDO, CALLE Nº173 ESQ PZA CONDE CASAL PZA MANUEL BECERRA;443260,937;4473374,842;SI;32/56/143/156/;443151,51;4473167,34;-3.6699815;40.4071807
1433;;MARQUESINA MOD XXI 5-M STD;RETIRO;DR. ESQUERDO;CALLE;126;FTE AL Nº 171;PZA.CONDE CASAL;DR. ESQUERDO, CALLE Nº126 FRENTE AL Nº 171 PZA.CONDE CASAL;443230,9;4473397,5;SI;56/143/156/;443121,47;4473190;-3.6703375;40.4073827
1432;;MARQUESINA MOD XXI 4-M STD;RETIRO;DR. ESQUERDO;CALLE;151;FTE Nº 100;MANUEL BECERRA;DR. ESQUERDO, CALLE Nº151 FTE Nº 100 MANUEL BECERRA;443288,8;4473764,2;SI;56/143/156/;443179,37;4473556,7;-3.6696879;40.4106901
150;;MARQUESINA MOD XXI 5-M STD;SALAMANCA;DR. ESQUERDO;CALLE;0;DESP  C/ DUQUE DE SESTO;PZA.CONDE CASAL;DR. ESQUERDO, CALLE Nº0 DESP  C/ DUQUE DE SESTO PZA.CONDE CASAL;443345,5;4475011,3;SI;2/30/56/71/143/156/E4/;443236,08;4474803,8;-3.6691308;40.4219286
786;;MARQUESINA MOD XXI 4-M STD;SALAMANCA;FRANCISCO SILVELA;CALLE;53;-;PZA DE ROMA;FRANCISCO SILVELA, CALLE Nº53 - PZA DE ROMA;442955,4;4476326,7;SI;12/C1/;442845,98;4476119,2;-3.6738473;40.4337516
2437;;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;SETUBAL;PZA;0;FTE Nº 16;AV OPORTO;SETUBAL, PZA Nº0 FTE Nº 16  AV OPORTO;438643,1;4470802,1;SI;47/108/;438533,69;4470594,63;-3.7241519;40.3836764
662;7593;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;POBLADOS (DE LOS);AV;0;FTE PARQUE EUGENIA DE MONTIJO;N-401;POBLADOS (DE LOS), AVD Nº0 FTE PARQUE EUGENIA DE MONTIJO N-401;435940,3;4470233,5;SI;121/131/139/482/485/491/492/493/N802/N803/N804/;435830,9;4470026,06;-3.7559344;40.3783507
2698;;MARQUESINA MOD XXI 4-M STD;CHAMARTIN;JOAQUIN COSTA;CALLE;28;ESQ C/VELAZQUEZ;FRANCISCO SILVELA;JOAQUIN COSTA, CALLE Nº28 ESQ C/VELAZQUEZ FRANCISCO SILVELA;442178,4;4477316,1;SI;C1/;442068,99;4477108,61;-3.6830976;40.442611
419;;MARQUESINA MOD XXI 4-M STD;CHAMARTIN;JOAQUIN COSTA;CALLE;27;-;PASEO DE CASTELLANA;JOAQUIN COSTA, CALLE Nº27 - PASEO DE CASTELLANA;442642,2;4478073,2;SI;7/C2/;442532,79;4477865,71;-3.6776975;40.4494635
2696;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;RAIMUNDO FDEZ VILLAVERDE;CALLE;54;ESQ Pº CASTELLANA;Pº CASTELLANA;RAIMUNDO FDEZ VILLAVERDE,CALLE Nº54  ESQ Pº CASTELLANA Pº CASTELLANA;441411,3;4477710,2;SI;C1/;441301,9;4477502,72;-3.6921786;40.4461075
2694;;MARQUESINA MOD XXI 5-M STD;TETUAN;RAIMUNDO FDEZ VILLAVERDE;CALLE;43;ANT GRAL. MOSCARDO;CUATRO CAMINOS;RAIMUNDO FDEZ VILLAVERDE,CALLE Nº43 ANTES GRAL. MOSCARDO CUATRO CAMINOS;440923,7;4477779,7;SI;149/C2/;440814,3;4477572,23;-3.6979345;40.4466991
2693;;MARQUESINA MOD XXI 4-M STD;CHAMBERI;RAIMUNDO FDEZ VILLAVERDE;CALLE;32;ANT C/ PONZANO;Pº CASTELLANA;RAIMUNDO FDEZ VILLAVERDE,CALLE Nº32 ANT C/ PONZANO Pº CASTELLANA;440741,7;4477759,6;SI;149/C1/;440632,3;4477552,13;-3.7000787;40.446505
4663;;MARQUESINA MOD XXI 5-M STD;VILLAVERDE;ANDALUCIA;AV;0;ANT AV DE LA  FELICIDAD;M - 30;ANDALUCIA, AV Nº0 ANTES AV DE LA  FELICIDAD M - 30;441242,8;4467991,6;SI;22/59/79/85/              ;441133,34;4467784,11;-3.6932674;40.3585453
1418;;MARQUESINA MOD XXI 5-M STD;TETUAN;REINA VICTORIA;AV;24;JTO A CRUZ ROJA;C/ BEATRIZ BOBADILLA;REINA VICTORIA, AVD Nº24 JTO A CRUZ ROJA C/ BEATRIZ BOBADILLA;440075,2;4477845,2;SI;45/127/C2/F/;439965,81;4477637,74;-3.7079457;40.4472284
1415;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;REINA VICTORIA;AV;41;ESQ C/ GENERAL IBAÑEZ IBERO;CUATRO CAMINOS;REINA VICTORIA, AVD Nº41 ESQ C/ GENERAL IBAÑEZ IBERO CUATRO CAMINOS;439808,5;4477771,4;SI;45/C1/F/;439699,11;4477563,94;-3.7110834;40.4465443
3198;;MARQUESINA MOD XXI 4-M REDUCIDA;VILLAVERDE;UNAMINIDAD (DE LA);CALLE;76;ESQ. C/ALIANZA;CTRA VILLA VERDE VAL;UNAMINIDAD (DE LA), CALLE Nº76 ESQ. C/ALIANZA CTRA VILLA VERDE VAL;441922,3;4467924,9;SI;123/;441812,84;4467717,4;-3.6852594;40.3579921
113;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;PERU;PZA;1;ESQ C/ PRINCIPE DE VERGARA;PRINCIPE VERGARA;PERU, PZA Nº1 ESQ C/ PRINCIPE DE VERGARA PRINCIPE VERGARA;442721,7;4479260,6;SI;51/;442612,3;4479053,11;-3.6768673;40.4601656
415;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;PRINCIPE DE VERGARA;CALLE;203;ESQ. PZA. CATALUÑA.;MENENDEZ PELAYO;PRINCIPE DE VERGARA, CALLE Nº203 ESQ. PZA. CATALUÑA. MENENDEZ PELAYO;442619,2;4478052,9;SI;16/29/52/;442509,79;4477845,41;-3.6779669;40.449279
2230;;MARQUESINA MOD XXI 4-M STD;SALAMANCA;PRINCIPE DE VERGARA;CALLE;41;-;MENENDEZ PELAYO;PRINCIPE DE VERGARA, CALLE Nº41 - MENENDEZ PELAYO;442422,8;4475677,4;SI;29/52/N2/;442313,38;4475469,91;-3.6800673;40.4278657
4787;;MARQUESINA MOD XXI 4-M STD;VILLA DE VALLECAS;FUENTESPINA;CALLE;0;ESQ. AV. MEDITERRANEO;C/REAL DE ARGANDA;FUENTESPINA, CALLE Nº0 ESQ. AV. MEDITERRANEO C/REAL DE ARGANDA;448875,5;4470369,6;SI;58/63/;448766,03;4470162,01;-3.603574;40.3804711
814;;MARQUESINA MOD XXI 5-M REDUCIDA;RETIRO;MENENDEZ Y PELAYO;AV;0;FTE Nº 47;PZA MARIANO DE CAVIA;MENENDEZ Y PELAYO, AV Nº0 FRENTE Nº 47 PZA MARIANO DE CAVIA;442559,4;4474440,7;SI;20/26/63/152/C1/;442449,98;4474233,21;-3.6783451;40.4167344
816;;MARQUESINA MOD XXI 5-M REDUCIDA;RETIRO;MENENDEZ Y PELAYO;AV;0;FTE Nº 65;PZA MARIANO DE CAVIA;MENENDEZ Y PELAYO, AV Nº0 FTE Nº 65 PZA MARIANO DE CAVIA;442630;4474174,5;SI;20/26/63/152/C1/;442520,58;4473967,01;-3.677489;40.4143412
2211;;MARQUESINA MOD XXI 5-M STD;RETIRO;MENENDEZ Y PELAYO;AV;0;PZA MARIANO DE CAVIA ESQ;PZA MARIANO DE CAVIA;MENENDEZ Y PELAYO, AV Nº0 PZA MARIANO DE CAVIA ESQ PZA MARIANO DE CAVIA;442527,3;4473473,7;SI;26/152/C1/;442417,88;4473266,21;-3.6786359;40.4080209
2212;;MARQUESINA MOD XXI 4-M REDUCIDA;RETIRO;MENENDEZ Y PELAYO;AV;71;ESQ PZA NIÑO JESUS;C/PRINCEPE D VERGARA;MENENDEZ Y PELAYO, AV Nº71 ESQ PZA NIÑO JESUS C/PRINCEPE D VERGARA;442734,5;4473808,6;SI;26/63/152/C2/;442625,08;4473601,1;-3.6762243;40.4110521
194;;MARQUESINA MOD XXI 5-M REDUCIDA ;RETIRO;MENENDEZ Y PELAYO;AV;17;ESQ C/MENORCA;C/PRINCEPE D VERGARA;MENENDEZ Y PELAYO, AV Nº17 ESQ C/MENORCA C/PRINCEPE D VERGARA;442489,2;4474787,7;SI;20/152/N8/;442379,78;4474580,21;-3.679204;40.4198555
2229;;MARQUESINA MOD XXI 5-M STD;SALAMANCA;PRINCIPE DE VERGARA;CALLE;42;PROX. C/ AYALA;PZA. PERU;PRINCIPE DE VERGARA, CALLE Nº42 PROX. C/ AYALA PZA. PERU;442446,9;4475676,9;SI;29/52/N2/;442337,48;4475469,41;-3.6797832;40.4278629
2233;;MARQUESINA MOD XXI 4-M STD;SALAMANCA;PRINCIPE DE VERGARA;CALLE;74;ANTC/ DIEGO DE LEON;AV PIO XII;PRINCIPE DE VERGARA, CALLE Nº74 ANTES C/ DIEGO DE LEON AV PIO XII;442495,1;4476375,4;SI;29/52/N2/;442385,68;4476167,91;-3.6792783;40.4341587
1576;;MARQUESINA MOD XXI 5-M STD;TETUAN;FRANCOS RODRIGUEZ;CALLE;0;FTE Nº 84;BRAVO MURILLO;FRANCOS RODRIGUEZ, CALLE Nº0 FTE Nº 84 BRAVO MURILLO;439887,9;4478973,1;SI;64/126/128/;439778,51;4478765,65;-3.7102612;40.4573755
2243;;MARQUESINA MOD XXI 4-M STD;CHAMARTIN;PRINCIPE DE VERGARA;CALLE;0;JTO. AUDITORIO NAC. MUSICA;PIO XII;PRINCIPE DE VERGARA, CALLE Nº0 JTO. AUDITORIO NAC. MUSICA PIO XII;442618,9;4477785,2;SI;29/52/;442509,49;4477577,71;-3.6779462;40.4468674
115;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;PIO XII;AV;0;JTO. C. COMERCIAL (1ºMARQUESINA);M-30;PIO XII, AVD Nº0 JTO. C. COMERCIAL (1ºMARQUESINA) M-30;442793;4479510,6;SI;REFUGIO;442683,6;4479303,11;-3.676049;40.4624226
600;10906;MARQUESINA MOD XXI 5-M STD;CENTRO;SAN VICENTE (DE);CUESTA;0;FTE AL Nº4;PLAZA ESPAÑA;SAN VICENTE (DE), CUESTA Nº0 FRENTE AL Nº4 PLAZA ESPAÑA;439583,1;4474994,6;SI;25/39/46/75/138/N18/N19/N20/C1/500/;439473,7;4474787,14;-3.7134769;40.4215133
6328;6328;MARQUESINA MOD XXI 5-M STD;FUENCARRAL;ROSA DE SABATER;CALLE;0;ESQ C/ CARBONEROS;MADRID;ROSA DE SABATER, CALLE Nº0 ESQ C/ CARBONEROS MADRID;434222,6;4486025,8;SI;601/602/;434113,28;4485818,44;-3.7778053;40.5204787
1978;;MARQUESINA MOD XXI 4-M REDUCIDA ;RETIRO;CIUDAD DE BARCELONA;AV;81;ESQ. C/ DR.ESQUERDO;GTA CARLOS V;CIUDAD DE BARCELONA, AV Nº81 ESQ. C/ DR.ESQUERDO GTA CARLOS V;442898,6;4472696,4;SI;8/10/310/136/;442789,17;4472488,9;-3.6741905;40.4010441
755;;MARQUESINA MOD XXI 4-M STD;SALAMANCA;ALCALA;CALLE;96;-;M - 30;ALCALA, CALLE Nº96 - M - 30;442742,4;4475294,1;SI;N5/N7/;442632,98;4475086,61;-3.6762652;40.4244349
5451;;MARQUESINA MOD XXI 5-M STD;SALAMANCA;ALCALA;CALLE;98;ANT C/ FERNAN GONZALEZ;N-II;ALCALA, CALLE Nº98 ANTES C/ FERNAN GONZALEZ M - 30;442865,5;4475364,8;SI;43/53/;442756,08;4475157,3;-3.6748205;40.4250802
685;;MARQUESINA MOD XXI 5-M STD;SALAMANCA;ALCALA;CALLE;166;-;M - 30;ALCALA, CALLE Nº166 - M - 30;443558,2;4475790,8;SI;12/21/38/53/106/110/146/210/N5/N7/;443448,78;4475583,29;-3.666693;40.4289651
1687;17560;MARQUESINA MOD XXI 5-M STD;MONCLOA-ARAVACA;COMPLUTENSE;AV;0;FTE COMEDORES UNIVERSITARIOS;AV MIRAFLORES;COMPLUTENSE, AV Nº0 FTE COMEDORES UNIVERSITARIOS AV MIRAFLORES;438456,7;4477438;SI;82/132/U/G/N20/865/;438347,32;4477230,55;-3.7269905;40.4434418
757;;MARQUESINA MOD XXI 5-M STD;SALAMANCA;ALCALA;CALLE;0;JTO. PLAZA DE LAS VENTAS;PUERTA DEL SOL;ALCALA, CALLE Nº0 JTO. PLAZA DE LAS VENTAS PUERTA DEL SOL;443860,6;4476012,4;SI;21/38/106/110/146/210/N5/N7/;443751,18;4475804,89;-3.6631478;40.4309819
1322;7380;MARQUESINA MOD XXI 4-M STD;BARAJAS;LOGROÑO;AV;321;DESP. C/ ALGEMESI;AV. DE AMERICA;LOGROÑO, AV Nº321 DESP. C/ ALGEMESI AV. DE AMERICA;450780,5;4480543,1;SI;105/115/211/212/827/;450671,08;4480335,5;-3.5819216;40.4722356
2059;;MARQUESINA MOD XXI 4-M REDUCIDA ;PUENTE VALLECAS;MONTE IGUELDO;CALLE;0;FTE. Nº 13;MARTINEZ RIVA;MONTE IGUELDO, CALLE Nº0 FTE. Nº 13 MARTINEZ RIVA;443421,1;4472231,5;SI;10/24/111/310/;443311,67;4472023,99;-3.6679922;40.3968916
752;;MARQUESINA MOD XXI 4-M STD;SALAMANCA;ALCALA;CALLE;115;PROX. C/ CASTELLO;PZA INDEPENDENCIA;ALCALA, CALLE Nº115 PROX. C/ CASTELLO PZA INDEPENDENCIA;442310,6;4475071,3;SI;15/52/146/N2/N3/N5/N7/;442201,18;4474863,81;-3.6813349;40.4223979
3021;;MARQUESINA MOD XXI 4-M STD;SAN BLAS;CANILLEJAS A VICALVARO;AV;93;ESQ C/ Mª SEVILLA DIAGO;C/ ALCALA;CANILLEJAS A VICALVARO, AV. Nº93 ESQ C/ Mª SEVILLA DIAGO C/ ALCALA;448248,4;4476054;SI;48/;448138,96;4475846,43;-3.6114242;40.4316412
3003;;MARQUESINA MOD XXI 5-M STD;CIUDAD LINEAL;EZEQUIEL SOLANA;CALLE;65;ANT C/ FCO VILLAESPESA;C/ ALCALA;EZEQUIEL SOLANA, CALLE Nº65 ANTES C/ FCO VILLAESPESA C/ ALCALA;445513,4;4475795,5;SI;109/;445403,97;4475587,97;-3.6436447;40.4291379
1215;;MARQUESINA MOD XXI 5-M STD;VICALVARO;CASALARREINA;CALLE;5;ESQ PZA VICALVARADA;PZA VICALVARADA;CASALARREINA, CALLE Nº5 ESQ PZA VICALVARADA PZA VICALVARADA;448290,4;4473582,8;SI;4/;448180,95;4473375,22;-3.6107278;40.4093816
3972;;MARQUESINA MOD XXI 4-M STD;VILLA DE VALLECAS;GAVIA (DE LA);AV;0;ANT C/ VILLAMAYOR DE SANTIAGO;AV ENSANCHE VALLECAS;GAVIA (DE LA), AV. Nº0 ANTES C/ VILLAMAYOR DE SANTIAGO AV ENSANCHE VALLECAS;448359,5938;4469855,5;SI;145/;448250,11;4469647,91;-3.6096099;40.3758078
2266;;MARQUESINA MOD XXI 4-M STD;LATINA;YEBENES (LOS);CALLE;159;FTE. COLONIA LOS SAUCES;Pº EXTREMADURA;YEBENES (LOS), CALLE Nº159 FTE. COLONIA LOS SAUCES Pº EXTREMADURA;436317,6;4471827;SI;31/;436208,21;4471619,56;-3.7516495;40.3927346
2284;;MARQUESINA MOD XXI 5-M STD;MORATALAZ;MORATALAZ;AV;199;ESQ  C/ DR. GARCIA TAPIA;CORREG. DIEGO VALDE.;MORATALAZ, AV Nº199 ESQ  C/ DR. GARCIA TAPIA CORREG. DIEGO VALDE.;445654,2;4473628,2;SI;32/;445544,76;4473420,66;-3.6417995;40.4096227
2015;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;LOPEZ DE HOYOS;CALLE;146;ESQ C/ CARDENAL SILICEO;C/ PADRE CLARET;LOPEZ DE HOYOS, CALLE Nº146 ESQ C/ CARDENAL SILICEO C/ PADRE CLARET;443132,2;4477633,8;SI;9/73/N2/;443022,79;4477426,3;-3.67188;40.4455388
5133;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;BACARES;CALLE;0;DESP. C/ VELEZRUBIO (2ª MARQUESINA);CUEVAS DE ALMANZORA;BACARES, CALLE Nº0 DESP. C/ VELEZRUBIO (2ª MARQUESINA) CUEVAS DE ALMANZORA;443950,8;4481056,1;SI;129/;443841,4;4480848,6;-3.6625304;40.4764242
159;;MARQUESINA MOD XXI 5-M STD;RETIRO;O'DONNELL;CALLE;0;FTE Nº 9;M - 30;O'DONNELL, CALLE Nº0 FTE Nº 9 M - 30;442363,3;4474960,5;SI;20/N8/;442253,88;4474753,01;-3.6807036;40.4214034
3246;;MARQUESINA MOD XXI 4-M STD;CIUDAD LINEAL;JAZMIN;CALLE;39;ESQ C/ LAUD;C/ ARTURO SORIA;JAZMIN, CALLE Nº39 ESQ C/ LAUD C/ ARTURO SORIA;443957,1;4481713,2;SI;129/N1/;443847,71;4481505,71;-3.6625141;40.4823442
2581;;MARQUESINA MOD XXI 4-M STD;PUENTE VALLECAS;PABLO NERUDA;AV;114;DESP. GOLFO DE DAIRIEN;MARTINEZ DE LA RIVA;PABLO NERUDA, AVD Nº114 DESP. GOLFO DE DAIRIEN MARTINEZ DE LA RIVA;444836,6;4470564,2;SI;57/144/;444727,15;4470356,67;-3.6511691;40.3819666
2238;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;PRINCIPE DE VERGARA;CALLE;109;ESQ  C/ FRANCISCO SILVELA;AV MENENDEZ PELAYO;PRINCIPE DE VERGARA, CALLE Nº109  ESQ  C/ FRANCISCO SILVELA  AV MENENDEZ PELAYO;442514,6;4476973,4;SI;29/52/;442405,19;4476765,91;-3.6791025;40.4395471
1774;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;LUCHANA;CALLE;19;-;GTA DE BILBAO;LUCHANA, CALLE Nº19 - GTA DE BILBAO;440699,9;4475973,5;SI;147/;440590,49;4475766,03;-3.7004047;40.4304121
2218;;MARQUESINA MOD XXI 5-M STD;SALAMANCA;CONDE DE PEÑALVER;CALLE;9;ANT C/ GOYA;C/ NARVAEZ;CONDE DE PEÑALVER, CALLE Nº9 ANTES C/ GOYA C/ NARVAEZ;442785,8;4475419,5;SI;26/61/;442676,38;4475212;-3.6757649;40.4255675
2221;;MARQUESINA MOD XXI 5-M STD;SALAMANCA;CONDE DE PEÑALVER;CALLE;50;-;FCO. SILVELA;CONDE DE PEÑALVER, CALLE Nº50 - FCO. SILVELA;442867,6;4475927,5;SI;26/61/N3/;442758,18;4475720;-3.6748464;40.4301494
2260;10788;MARQUESINA MOD XXI 5-M REDUCIDA ;LATINA;ACHICORIA;PZA;0;ESQ C/ HIGUERAS;C/ HIGUERAS;ACHICORIA, PZA. Nº0 ESQ C/ HIGUERAS C/ HIGUERAS;436877,2;4472897,7;SI;31/N18/500/;436767,81;4472690,26;-3.7451627;40.4024225
674;;MARQUESINA MOD XXI 5-M STD;SALAMANCA;GOYA;CALLE;34;-;C/ DR. ESQUERDO;GOYA, CALLE Nº34 - C/ DR. ESQUERDO;442319;4475357;SI;21/53/;442209,58;4475149,51;-3.6812618;40.4249722
242;15046;MARQUESINA MOD XXI 5-M STD;CIUDAD LINEAL;HERMANOS GARCIA NOBLEJAS;CALLE;0;ESQ C/ASCAO;PZA ALSACIA;HERMANOS GARCIA NOBLEJAS, CALLE Nº0 ESQ C/ASCAO PZA ALSACIA;446300,4;4476174,6;SI;4/38/48/70/286/288/289/N203/;446190,97;4475967,06;-3.6343993;40.4326042
1864;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;SANTA ENGRACIA;CALLE;1;-;ALONSO MTNEZ.;SANTA ENGRACIA, CALLE Nº1 - ALONSO MTNEZ.;441072,7;4475734,6;SI;3/;440963,29;4475527,12;-3.6959877;40.4282864
1863;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;SANTA ENGRACIA;CALLE;39;ESQ PZA CHAMBERI;ALONSO MARTINEZ;SANTA ENGRACIA, CALLE Nº39 ESQ PZA CHAMBERI ALONSO MARTINEZ;440939,8;4476147,9;SI;3/;440830,39;4475940,43;-3.6975929;40.4320003
3347;;MARQUESINA MOD XXI 4-M STD;PUENTE VALLECAS;SAN DIEGO;CALLE;0;FTE Nº 103;AV BUENOS AIRES;SAN DIEGO, CALLE Nº0 FTE Nº 103 AV BUENOS AIRES;443707,9;4470682,4;SI;144/;443598,46;4470474,89;-3.6644758;40.3829559
1771;;MARQUESINA MOD XXI 4-M STD;CHAMBERI;RUIZ JIMENEZ;GTA;7;ESQ C/ CARRANZA;C/ CARRANZA;RUIZ JIMENEZ, GTA Nº7 ESQ C/ CARRANZA C/ CARRANZA;440271,7;4475857,4;SI;147/;440162,3;4475649,93;-3.7054415;40.4293355
1870;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;SANTA ENGRACIA;CALLE;70;ESQ C/ PONCE DE LEON;CUATRO CAMINOS;SANTA ENGRACIA, CALLE Nº70 ESQ C/ PONCE DE LEON CUATRO CAMINOS;440807,5;4476619,4;SI;3/;440698,1;4476411,93;-3.6991964;40.4362383
1397;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;SANTA ENGRACIA;CALLE;112;ESQ C/ BRETON DE LOS HERREROS;CUATRO CAMINOS;SANTA ENGRACIA, CALLE Nº112 ESQ C/ BRETON DE LOS HERREROS CUATRO CAMINOS;440693,5;4476976,3;SI;3/37/149/N23/;440584,1;4476768,83;-3.7005738;40.4394453
1398;;MARQUESINA MOD XXI 5-M REDUCIDA;CHAMBERI;SANTA ENGRACIA;CALLE;128;-;CUATRO CAMINOS;SANTA ENGRACIA, CALLE Nº128 - CUATRO CAMINOS;440608,8;4477238;SI;3/37/149/N23/;440499,4;4477030,53;-3.7015969;40.4417967
1399;;MARQUESINA MOD XXI 5-M REDUCIDA;CHAMBERI;SANTA ENGRACIA;CALLE;142;ESQ C/ MARIA DE GUZMAN;CUATRO CAMINOS;SANTA ENGRACIA, CALLE Nº142 ESQ C/ MARIA DE GUZMAN CUATRO CAMINOS;440527,8;4477489,2;SI;3/37/45/149/;440418,4;4477281,73;-3.7025755;40.4440539
806;;MARQUESINA MOD XXI 4-M STD;CHAMBERI;CEA BERMUDEZ;CALLE;13;ANT C/ VALLEHERMOSO;C / JOSE ABASCAL;CEA BERMUDEZ, CALLE Nº13 ANTES C/ VALLEHERMOSO C / JOSE ABASCAL;440009;4476900,5;SI;12/;439899,6;4476693,04;-3.708637;40.4387134
809;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;JOSE ABASCAL;CALLE;32;DESP. C/MODESTO LAFUENTE;Pº CASTELLANA;JOSE ABASCAL, CALLE Nº32 DESP. C/MODESTO LAFUENTE Pº CASTELLANA;441086,3;4476831,6;SI;12/;440976,89;4476624,13;-3.6959293;40.4381697
797;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;RIOS ROSAS;CALLE;41;ESQ C/ ALONSO CANO;C/ BRAVO MURILLO;RIOS ROSAS, CALLE Nº41 ESQ C/ ALONSO CANO C/ BRAVO MURILLO;440930,8;4477247,8;SI;12/45/;440821,4;4477040,33;-3.6978013;40.441908
2313;;MARQUESINA MOD XXI 4-M STD;ARGANZUELA;IMPERIAL;Pº;0;FTE Nº 53;GTA PIRAMIDES;IMPERIAL, Pº Nº0 FTE Nº 53 GTA PIRAMIDES;439358,2;4473052,6;SI;36/62/;439248,79;4472845,13;-3.7159425;40.4040024
413;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;RAMON Y CAJAL;AV;1;ESQ. C/ PRINCIPE DE VERGARA;AV. CONCHA ESPINA;RAMON Y CAJAL, AVD Nº1 ESQ. C/ PRINCIPE DE VERGARA AV. CONCHA ESPINA;442692,4;4478324,1;SI;43/52/120/;442582,99;4478116,61;-3.6771283;40.4517272
2249;;MARQUESINA MOD XXI 5-M STD;CENTRO;SEGOVIA;CALLE;14;-;Pº EXTREMADURA;SEGOVIA, CALLE Nº14 - Pº EXTREMADURA;439782,6;4474127,3;SI;31/50/65/;439673,2;4473919,83;-3.7110431;40.4137147
3160;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;ERVIGIO;CALLE;0;FTE Nº 2;C/ EL TOBOSO;ERVIGIO, CALLE Nº0 FTE Nº 2 C/ EL TOBOSO;438004,2;4471917,2;SI;119/;437894,8;4471709,74;-3.731787;40.3936744
