Parada;nodo Inter Urbano;TIPO MOBILIARIO (ACTUAL);DISTRITO;DIRECCIÓN;VIAL;Nº;emplazamiento;sentido;Direccion_completa;Coord ED50_X;Coord ED50_Y;CONT PILAS;nº_linea;X ETRS89 U.T.M.;Y ETRS89 U.T.M.;Longitud;Latitud
3798;;MARQUESINA MOD XXI 4-M STD;MONCLOA-ARAVACA;EL BARRIAL;;0;JTO ESTACION RENFE;N - VI;EL BARRIAL Nº0 JTO ESTACION RENFE N - VI;431537,1;4479851,1;SI;162/;431427,76;4479643,74;-3.8088373;40.4646384
3774;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL;CAMINO DE SANTIAGO;AV;0;ANT C/SAN JUAN DE ORTEGA;C/CASTIELLO DE JACA;CAMINO DE SANTIAGO, AV. Nº0 ANTES C/SAN JUAN DE ORTEGA C/CASTIELLO DE JACA;443033,2;4484096,1;SI;172/                    ;442923,82;4483888,63;-3.6736286;40.5037475
300;;MARQUESINA MOD XXI 5-M REDUCIDA;CHAMARTIN;COSTA RICA;CALLE;30;ESQ C/ VICTOR DE LA SERNA;M-30;COSTA RICA, CALLE Nº30 ESQ C/ VICTOR DE LA SERNA M-30;443113,9;4479057,2;SI;7/11/40/87/;443004,49;4478849,71;-3.6722236;40.4583603
807;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;JOSE ABASCAL;CALLE;2;ESQ C/ BRAVO MURILLO;Pº DE LA CASTELLANA;JOSE ABASCAL, CALLE Nº2 ESQ C/ BRAVO MURILLO Pº DE LA CASTELLANA;440417,2;4476881,3;SI;3/12/;440307,8;4476673,83;-3.7038225;40.4385697
84;;MARQUESINA MOD XXI 5-M STD;CENTRO;ATOCHA;RDA;30;-;GTA EMBAJADORES;ATOCHA, RONDA Nº30 - GTA EMBAJADORES;440830,5;4473286,9;SI;27/34/36/41/119/C1/N12/N15/N17/;440721,09;4473079,42;-3.6986147;40.4062191
978;7195;MARQUESINA MOD XXI 5-M STD;SAN BLAS;EMILIO MUÑOZ;CALLE;2;ESQ C/ HNOS. GARCIA NOBLEJAS;PZA CRONOS;EMILIO MUÑOZ, CALLE Nº2 ESQ C/ HNOS. GARCIA NOBLEJAS PZA CRONOS;446537,9;4475917,7;SI;28/286/288/289/;446428,46;4475710,15;-3.6315778;40.4303051
2409;;MARQUESINA MOD XXI 5-M STD;MONCLOA-ARAVACA;VALLADOLID;AV;0;FTE Nº 61;PTE. FRANCESES;VALLADOLID, AVD Nº0 FTE Nº 61 PTE. FRANCESES;438026,5;4476125,2;SI;46/;437917,11;4475917,76;-3.7319348;40.4315837
2384;;MARQUESINA MOD XXI 4-M STD;TETUAN;GENERAL PERON;AV;38;FTE C/ CAPITAN HAYA;Pº CASTELLANA;GENERAL PERON, AV. Nº38 FTE C/ CAPITAN HAYA Pº CASTELLANA;441354,7;4478375,9;SI;43/;441245,3;4478168,43;-3.6929076;40.4521005
1419;;MARQUESINA MOD XXI 5-M REDUCIDA;CHAMBERI;BRAVO MURILLO;CALLE;91;ESQ C/ VIRGEN DE NIEVA;GTA QUEVEDO;BRAVO MURILLO, CALLE Nº91 ESQ C/ VIRGEN DE NIEVA GTA QUEVEDO;440400,5;4477666,5;SI;3/45/149/N23/;440291,1;4477459,03;-3.7040932;40.4456419
1575;;MARQUESINA MOD XXI 5-M STD;TETUAN;FRANCOS RODRIGUEZ;CALLE;72;ESQ C/ GUADALIX;ANTONIO MACHADO;FRANCOS RODRIGUEZ, CALLE Nº72 ESQ C/ GUADALIX ANTONIO MACHADO;439980,2;4478936,9;SI;64/126/128/;439870,81;4478729,44;-3.7091692;40.457056
1573;;MARQUESINA MOD XXI 5-M STD;TETUAN;FRANCOS RODRIGUEZ;CALLE;42;ESQ. C/DE LAS MARGARITAS.;ANTONIO MACHADO;FRANCOS RODRIGUEZ, CALLE Nº42 ESQ. C/DE LAS MARGARITAS. ANTONIO MACHADO;440292,9;4478887,1;SI;64/126/128/;440183,51;4478679,64;-3.7054768;40.45663
1609;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL;PEDRO RICO;CALLE;0;ESQ C/ JULIO PALACIOS;JULIO PALACIOS;PEDRO RICO, CALLE Nº0 ESQ C/ JULIO PALACIOS JULIO PALACIOS;441273;4482015,8;SI;67/;441163,62;4481808,34;-3.6942083;40.4848845
2010;;MARQUESINA MOD XXI 4-M STD;CHAMARTIN;LOPEZ DE HOYOS;CALLE;0;ANT C/ PRINCIPE DE VERGARA;C/ MARIA DE MOLINA;LOPEZ DE HOYOS, CALLE Nº0 ANTES C/ PRINCIPE DE VERGARA C/ MARIA DE MOLINA;442602,5;4477223,7;SI;9/73/N2/;442493,09;4477016,21;-3.6780888;40.441808
2591;;MARQUESINA MOD XXI 4-M STD;ARGANZUELA;EMBAJADORES;CALLE;76;DESP GTA. EMBAJADORES;BEATA Mª JESUS;EMBAJADORES, CALLE Nº76 DESPUÉS DE GTA. EMBAJADORES BEATA Mª JESUS;440533,1;4473071,3;SI;60/148/E1/N17/;440423,69;4472863,83;-3.7020992;40.4042558
2330;;MARQUESINA MOD XXI 5-M REDUCIDA;CIUDAD LINEAL;ALCALA;CALLE;278;ESQ C/ MATEO GARCIA 20 M.;AV. ARAGON;ALCALA, CALLE Nº278 ESQ C/ MATEO GARCIA 20 M. AV. ARAGON;444723,7;4476160;SI;38/N5/;444614,27;4475952,48;-3.6529859;40.4323694
1329;;MARQUESINA MOD XXI 5-M REDUCIDA;MONCLOA-ARAVACA;MELENDEZ VALDES;CALLE;0;ESQ ARCIPRESTE DE HITA (3ª MQ);C/ PRINCESA;MELENDEZ VALDES, CALLE Nº0 ESQ ARCIPRESTE DE HITA (3ª MQ) C/ PRINCESA;439248,6;4476300,8;SI;132/;439139,21;4476093,34;-3.7175446;40.4332557
2022;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;PADRE CLARET;CALLE;0;ESQ. RAMON Y CAJAL;RAMON Y CAJAL;PADRE CLARET, CALLE Nº0 ESQ.RAMON Y CAJAL RAMON Y CAJAL;443688,6;4478364,6;SI;9/72/73/N2/;443579,19;4478157,1;-3.6653843;40.4521601
867;;MARQUESINA MOD XXI 5-M STD;MONCLOA-ARAVACA;RIBERA DEL MANZANARES;CALLE;0;FTE Nº 149;C/ SANTA FE;RIBERA DEL MANZANARES, CALLE Nº0 FTE Nº 149 C/ SANTA FE;437788,4;4476036,5;SI;41/75/;437679,01;4475829,06;-3.734733;40.4307668
1855;;MARQUESINA MOD XXI 5-M STD;TETUAN;PRESIDENTE CARMONA;AV;12;ESQ PZA DE SAN AMARO;GENERAL YAGUE;PRESIDENTE CARMONA, AVD Nº12 ESQ PZA DE SAN AMARO GENERAL YAGUE;441010,5;4478692,6;SI;3/;440901,1;4478485,13;-3.696996;40.4549291
781;;MARQUESINA MOD XXI 4-M STD;SALAMANCA;MARQUES DE ZAFRA;Pº;9;ESQ. MARQUES DE MONDEJAR;DOCTOR ESQUERDO;MARQUES DE ZAFRA, Pº Nº9 ESQ. MARQUES DE MONDEJAR DOCTOR ESQUERDO;443510,5;4475535,1;SI;12/;443401,08;4475327,6;-3.6672326;40.4266585
586;;MARQUESINA MOD XXI 5-M STD;LATINA;GENERAL ROMERO BASART;CALLE;0;ESQ C/ GENERAL FANJUL;C/ RAFAEL FINAT;GENERAL ROMERO BASART, CALLE Nº0 ESQ C/ GENERAL FANJUL C/ RAFAEL FINAT;434275,8;4470628,8;SI;139/;434166,42;4470421,37;-3.7755818;40.3817819
1904;;MARQUESINA MOD XXI 4-M STD;TETUAN;GENERAL MOSCARDO;CALLE;20;C/ DE LA BASILICA;C/ GRAL. PERON;GENERAL MOSCARDO, CALLE Nº20 C/ DE LA BASILICA C/ GRAL. PERON;441022,4;4478037,8;SI;5/149/;440913;4477830,33;-3.6967947;40.4490312
438;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;SERRANO;CALLE;215;ESQ C/VICTOR ANDRES BELAUNDE;PZA  INDEPENDENCIA;SERRANO, CALLE Nº215 ESQ C/VICTOR ANDRES BELAUNDE PZA  INDEPENDENCIA;442565,9;4478602;SI;51/N1/;442456,49;4478394,51;-3.6786452;40.4542219
2758;;MARQUESINA MOD XXI 4-M REDUCIDA;HORTALEZA;CANILLAS;CTRA;0;ESQ C/ RICARDO SAN JUAN;LOPEZ DE HOYOS;CANILLAS, CTRA Nº0 ESQ C/ RICARDO SAN JUAN LOPEZ DE HOYOS;444716,6;4479637,9;SI;73/N3/;444607,19;4479430,39;-3.6533727;40.4636997
129;17221;MARQUESINA MOD XXI 5-M REDUCIDA ;CIUDAD LINEAL;SAN LUIS;AV;0;ESQ C/ CONDADO DE TREVIÑO;AV BURGOS;SAN LUIS, AVD Nº0 ESQ C/ CONDADO DE TREVIÑO AV BURGOS;443134,5;4481414;SI;129/150/158/;443025,11;4481206,52;-3.6721921;40.4795929
1728;;MARQUESINA MOD XXI 4-M STD;CHAMARTIN;PIO XII;AV;83;(1ª MARQUESINA);PZA DEL PERU;PIO XII, AVD Nº83 (1ª MARQUESINA) PZA DEL PERU;442982,2;4480510,6;SI;REFUGIO;442872,8;4480303,12;-3.6739075;40.4714442
2026;;MARQUESINA MOD XXI 4-M STD;CIUDAD LINEAL;LOPEZ DE HOYOS;CALLE;370;ESQ C/ ARTURO SORIA;PZA STOS.HUMOSA;LOPEZ DE HOYOS, CALLE Nº370 ESQ C/ ARTURO SORIA PZA STOS.HUMOSA;444182,6;4479186,6;SI;9/72/73/N2/N3/;444073,19;4478979,09;-3.6596312;40.4595984
5363;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL;ARZOBISPO MORCILLO;CALLE;0;DESP C/ PEDRO RICO (2ª MARQ);Pº CASTELLANA;ARZOBISPO MORCILLO, CALLE Nº0 DESP C/ PEDRO RICO (2ª MARQ) Pº CASTELLANA;441725,1;4481453,3;SI;67/124/134/135/N24/;441615,71;4481245,83;-3.6888227;40.4798491
477;;MARQUESINA MOD XXI 5-M STD;HORTALEZA;EMIGRANTES;CALLE;14;-;GTA MAR CRISTAL;EMIGRANTES, CALLE Nº14 - GTA MAR CRISTAL;446112,7;4480034,6;SI;112/120/153/;446003,29;4479827,07;-3.6369401;40.4673651
1171;;MARQUESINA MOD XXI 5-M STD;ARGANZUELA;DELICIAS;Pº;139;DESP. PLZ. LEGAZPI;GTA. CARLOS V;DELICIAS, Pº Nº139 DESP. PLZ. LEGAZPI GTA. CARLOS V;441143;4471749,4;SI;19/;441033,58;4471541,92;-3.6947898;40.3923907
2173;;MARQUESINA MOD XXI 4-M STD;RETIRO;ALFONSO XII;CALLE;0;FTE Nº 22;PUERTA ALCALA;ALFONSO XII, CALLE Nº0 FTE Nº 22 PUERTA ALCALA;441669,8;4474422;SI;19/;441560,38;4474214,52;-3.6888285;40.416504
268;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;LOPEZ DE HOYOS;CALLE;69;-;C/ MARIA DE MOLINA;LOPEZ DE HOYOS, CALLE Nº69 - C/ MARIA DE MOLINA;442840,4;4477395,7;SI;9/73/N2/;442730,99;4477188,21;-3.6752993;40.4433739
3955;;MARQUESINA MOD XXI 4-M STD;VILLA DE VALLECAS;SUERTES (DE LAS);AV;0;DESP. C/ PEÑARANDA;C/ ANTONIO GADES;SUERTES (DE LAS), AV Nº0 DESP. C/ PEÑARANDA C/ ANTONIO GADES;448575,9;4469295,6;SI;142/;448466,42;4469088,01;-3.6070167;40.3707772
125;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;BURGOS;AV;0;FTE Nº 30;DUQUE PASTRANA;BURGOS, AV. Nº0 FTE Nº 30 DUQUE PASTRANA;442831,3;4481404,4;SI;129/150/174/;442721,91;4481196,92;-3.6757681;40.4794856
1589;;MARQUESINA MOD XXI 5-M STD;MONCLOA-ARAVACA;DR. J.J. LOPEZ IBOR;CALLE;0;FTE Nº 15;DR. RAMON CASTRO;DR. J.J. LOPEZ IBOR, CALLE Nº0 FTE Nº 15  DR. RAMON CASTRO;438562,6;4480357,9;SI;64/;438453,23;4480150,47;-3.7260249;40.4697534
1261;;MARQUESINA MOD XXI 5-M STD;MORATALAZ;VINATEROS;Cº;0;ESQ. ARROYO DE LA MEDIA LEGUA;C/ DR. ESQUERDO;VINATEROS, CAMINO Nº0 ESQ. ARROYO DE LA MEDIA LEGUA C/ DR. ESQUERDO;444432,6;4473768,5;SI;30/32/N8/;444323,17;4473560,98;-3.6562083;40.410806
3850;;MARQUESINA MOD XXI 4-M STD;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;AV;0;ANT AV PEÑARANDA DE BRACAMONTE;AV VILLA DE VALLECAS;ENSANCHE DE VALLECAS, AV Nº0 ANTES AV PEÑARANDA DE BRACAMONTE AV VILLA DE VALLECAS;448406,8;4469059,7;SI;145/;448297,32;4468852,11;-3.6089893;40.3686416
1374;;MARQUESINA MOD XXI 5-M STD;FUENCARRAL;NARCIS MONTURIOL;CALLE;22;ESQ C/SANGENJO;C/SANGENJO;NARCIS MONTURIOL, CALLE Nº22 ESQ C/SANGENJO C/SANGENJO;440760,3;4482026,8;SI;67/83/;440650,92;4481819,35;-3.7002583;40.4849472
3975;;MARQUESINA MOD XXI 4-M STD;VILLA DE VALLECAS;GAVIA (DE LA);AV;0;ANT DE AV DE LAS SUERTES;AV ENSANCHE VALLECAS;GAVIA (DE LA), AV. Nº0 ANTES DE AV DE LAS SUERTES AV ENSANCHE VALLECAS;448204,1;4469617,6;SI;145/;448094,62;4469410,02;-3.6114221;40.3736551
3507;;MARQUESINA MOD XXI 5-M STD;SAN BLAS;ALCALA;CALLE;0;FTE Nº 526-JTO PARQUE SUANZES;PUERTA DEL SOL;ALCALA, CALLE Nº0 FTE Nº 526-JTO PARQUE SUANZES PUERTA DEL SOL;447475,1;4477283,7;SI;77/;447365,67;4477076,14;-3.6206424;40.4426706
1199;;MARQUESINA MOD XXI 5-M STD;CIUDAD LINEAL;CIUDAD LINEAL;PZA;0;ESQ C/ ARTURO SORIA A 10 MTS 1º ISLETA;C/ ALCALA;CIUDAD LINEAL, PZA. Nº0 ESQ C/ ARTURO SORIA A 10 MTS 1º ISLETA C/ ALCALA;445946,6;4476772,5;SI;4/;445837,17;4476564,96;-3.6386212;40.4379675
1777;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL;GINZO DE LIMIA;CALLE;0;ESQ. AV EL FERROL;AV. ASTURIAS;GINZO DE LIMIA, CALLE Nº0 ESQ. AV. EL FERROL AV. ASTURIAS;440553,3;4480846,6;SI;147/N23/;440443,92;4480639,15;-3.7025896;40.4743007
5403;16883;MARQUESINA MOD XXI 5-M STD;HORTALEZA;ALCALDE CONDE DE MAYALDE;AV;0;ANT AV MANOTERAS;C/ ARTURO SORIA;ALCALDE CONDE DE MAYALDE, AV. Nº0 ANTES AV MANOTERAS C/ ARTURO SORIA;444378,6;4482330,9;SI;174/152B/153B/;444269,21;4482123,4;-3.6575957;40.487937
2662;6552;MARQUESINA MOD XXI 4-M STD;FUENCARRAL;LLANO CASTELLANO;AV;0;FTE. C/ FRANCISCO SANCHA;AV.NTRA SRA VALVERDE;LLANO CASTELLANO, AV Nº0 FTE. C/ FRANCISCO SANCHA AV.NTRA SRA VALVERDE;442142,1;4482074,2;SI;66/124/137/S.E/154/;442032,71;4481866,73;-3.68396;40.4854717
5658;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;MANOTERAS;AV;0;FTE NAVE 58;Cº FUENTE DE LA MORA;MANOTERAS, AV Nº0 FTE NAVE 58 Cº FUENTE DE LA MORA;443491,5625;4482348,5;SI;150/;443382,17;4482141,01;-3.6680632;40.4880356
825;;MARQUESINA MOD XXI 4-M STD;RETIRO;ESTRELLA POLAR;CALLE;13;ESQ PEZ AUSTRAL;DR.ESQUERDO;ESTRELLA POLAR, CALLE Nº13 (2ª MAR) ESQ PEZ AUSTRAL DR.ESQUERDO;443648,7;4473819,8;SI;20/30/32/N8/;443539,27;4473612,29;-3.6654513;40.4112154
1012;;MARQUESINA MOD XXI 5-M REDUCIDA ;PUENTE VALLECAS;ALBUFERA;AV;0;ESQ C/ PIO FELIPE 200 MTS;CDAD. BARCELONA;ALBUFERA, AV Nº0 ESQ C/ PIO FELIPE 200 MTS CDAD. BARCELONA;444812,5;4471612;SI;58/103/143/;444703,06;4471404,47;-3.6515439;40.3914042
2570;;MARQUESINA MOD XXI 4-M STD;PUENTE VALLECAS;MARTINEZ DE LA RIVA;CALLE;143;ESQ C/ DILIGENCIA;AV ALBUFERA;MARTINEZ DE LA RIVA, CALLE Nº143 ESQ C/ DILIGENCIA AV ALBUFERA;443797,9;4470722,5;SI;57/144/;443688,46;4470514,99;-3.6634191;40.3833233
695;;MARQUESINA MOD XXI 5-M ESTRECHA ;CIUDAD LINEAL;BADAJOZ;AV;0;FTE  Nº 12;M-30;BADAJOZ, AV Nº0 FTE  Nº 12 M-30;444442,4;4477118,8;SI;53/122/N3/;444332,98;4476911,28;-3.656386;40.440988
709;;MARQUESINA MOD XXI 5-M STD;SALAMANCA;BRISTOL;AV;31;PROX. PUENTE DE LA PAZ;PZA. VENECIA;BRISTOL, AV. Nº31 PROX. PUENTE DE LA PAZ PZA. VENECIA;444008;4477113,9;SI;53/122/;443898,58;4476906,39;-3.6615074;40.4409147
2658;10543;MARQUESINA MOD XXI 5-M ESTRECHA ;CHAMARTIN;MAURICIO LEGENDRE;CALLE;0;ESQ C/ MANUEL CALDEIRO;PZA CASTILLA;MAURICIO LEGENDRE, CALLE Nº0 ESQ C/ MANUEL CALDEIRO PZA CASTILLA;442104,8;4481085,4;SI;66/S.E/154/;441995,41;4480877,93;-3.6843096;40.4765615
5523;9061;MARQUESINA MOD XXI 5-M STD;FUENCARRAL;CARDENAL HERRERA ORIA;AV;245;ESQ C/ ISLA DE AROSA;AV LLANOS CASTELLANO;CARDENAL HERRERA ORIA, AV. Nº245 ESQ C/ ISLA DE AROSA AV LLANOS CASTELLANO;439039,3;4481639,6;SI;49/815/;438929,93;4481432,17;-3.7205254;40.4813346
4536;;MARQUESINA MOD XXI 4-M STD;LATINA;CONC. FCO. J. JIMENEZ;CALLE;10;ESQ C/ CHISPEROS;C/ SEPULVEDA;CONC. FCO. J. JIMENEZ, CALLE Nº10 ESQ C/ CHISPEROS C/ SEPULVEDA;438050,3;4472960,2;SI;119/;437940,9;4472752,74;-3.7313455;40.4030737
3336;;MARQUESINA MOD XXI 5-M STD;MORATALAZ;FUENTE CARRANTONA;CALLE;0;ESQ C/ ENCOMIENDA DE PALACIOS;AV ALBUFERA;FUENTE CARRANTONA, CALLE Nº0 ESQ C/ ENCOMIENDA DE PALACIOS AV ALBUFERA;445980,6;4472402,6;SI;142/144/N8/;445871,15;4472195,06;-3.6378487;40.398603
1582;;MARQUESINA MOD XXI 5-M REDUCIDA ;MONCLOA-ARAVACA;FRANCOS RODRIGUEZ;CALLE;0;FTE COLEG. LA PALOMA;BRAVO MURILLO;FRANCOS RODRIGUEZ, CALLE Nº0 FTE COLEG. LA PALOMA BRAVO MURILLO;439208,7;4479194;SI;64/;439099,32;4478986,55;-3.7182922;40.459316
1581;;MARQUESINA MOD XXI 5-M STD;MONCLOA-ARAVACA;FRANCOS RODRIGUEZ;CALLE;0;JTO COLG. LA PALOMA;ANTONIO MACHADO;FRANCOS RODRIGUEZ, CALLE Nº0 JTO COLG. LA PALOMA ANTONIO MACHADO;439178,5;4479228,7;SI;64/;439069,12;4479021,25;-3.7186517;40.4596263
7433;7433;MARQUESINA MOD XXI 5-M STD;RETIRO;MEDITERRANEO;AV;55;DESP C/ LEO;PZA MARIANO DE CAVIA;MEDITERRANEO, AV Nº55 DESP C/ LEO PZA MARIANO DE CAVIA;443451,8;4473320,3;SI;N302/332/;443342,37;4473112,79;-3.6677274;40.4067023
2762;;MARQUESINA MOD XXI 5-M STD;HORTALEZA;CANILLAS;CTRA;41;ESQ. C/ SERVATOR;C/ LOPEZ DE HOYOS;CANILLAS, CTRA Nº41 ESQ. C/ SERVATOR C/ LOPEZ DE HOYOS;445217;4479583,6;SI;73/N3/;445107,59;4479376,08;-3.647466;40.4632437
1857;;MARQUESINA MOD XXI 5-M STD;TETUAN;GENERAL YAGUE;CALLE;40;ESQ INFANTA MERCEDES;C/BRAVO MURILLO;GENERAL YAGUE, CALLE Nº40 ESQ INFANTA MERCEDES C/BRAVO MURILLO;440948,6;4478891,1;SI;3/126/;440839,2;4478683,63;-3.6977445;40.4567128
2047;;MARQUESINA MOD XXI 5-M STD;RETIRO;INFANTA ISABEL;Pº;29;ESQ.J.ANSELMO CLAVE;GLTA.CARLOS V;INFANTA ISABEL, Pº Nº29  (1ª MQ) ESQ.J.ANSELMO CLAVE GLTA.CARLOS V;441943,1;4473310,2;SI;REFUGIO;441833,68;4473102,71;-3.6855056;40.4065074
1121;;MARQUESINA MOD XXI 5-M STD;ARGANZUELA;CHOPERA (DE LA);Pº;3;ESQ Pº STA MARIA DE LA CABEZA;Pº YESERIAS;CHOPERA (DE LA), Pº Nº3 ESQ Pº STA MARIA DE LA CABEZA Pº YESERIAS;440500;4472197,4;SI;18/62/N12/;440390,59;4471989,92;-3.7024074;40.3963808
2219;;MARQUESINA MOD XXI 4-M STD;SALAMANCA;CONDE DE PEÑALVER;CALLE;30;DESP C/ AYALA;FRANC. SILVELA;CONDE DE PEÑALVER, CALLE Nº30 DESP C/ AYALA FRANC. SILVELA;442824,8;4475702,8;SI;26/61/N3/;442715,38;4475495,3;-3.6753307;40.4281223
965;;MARQUESINA MOD XXI 5-M STD;CIUDAD LINEAL;MARQUES DE CORBERA;AV;61;1º MARQUESINA;C/ O'DONNELL;MARQUES DE CORBERA, AV Nº61 1º MARQUESINA C/ O'DONNELL;444922,1;4475544,4;SI;REFUGIO;444812,67;4475336,88;-3.6505935;40.4268369
2583;;MARQUESINA MOD XXI 4-M STD;PUENTE VALLECAS;PABLO NERUDA;AV;102;DESP LACO CALAFATE;MARTINEZ DE LA RIVA;PABLO NERUDA, AVD Nº102 DESP LACO CALAFATE MARTINEZ DE LA RIVA;445039,3;4470707,9;SI;57/;444929,85;4470500,37;-3.6487937;40.3832745
1718;;MARQUESINA MOD XXI 5-M STD;FUENCARRAL;CANTALEJOS;CALLE;5;ANT DE C/ ARROYOFRESNO;C/ ARROYOFRESNO;CANTALEJOS, CALLE Nº5 ANTES DE C/ ARROYOFRESNO C/ ARROYOFRESNO;437261,3;4480987,8;SI;82/;437151,94;4480780,38;-3.7414365;40.4753304
726;;MARQUESINA MOD XXI 4-M REDUCIDA;SALAMANCA;CARTAGENA;CALLE;8;-;AV TOREROS;CARTAGENA, CALLE Nº8 - AV TOREROS;443238,3;4476034,9;SI;1/43/74/;443128,88;4475827,4;-3.670486;40.4311424
2393;;MARQUESINA MOD XXI 5-M REDUCIDA;CHAMBERI;SAN FRANCISCO DE SALES;Pº;33;ESQ C/GUZMAN EL BUENO;PZA CRISTO REY;SAN FRANCISCO DE SALES, Pº Nº33 ESQ C/GUZMAN EL BUENO PZA CRISTO REY;439631,5;4477311,3;SI;44/N21/;439522,11;4477103,84;-3.7131267;40.4423866
3227;;MARQUESINA MOD XXI 4-M REDUCIDA;FUENCARRAL;CARDENAL HERRERA ORIA;AV;61;-;LLANO CASTELLAN;CARDENAL HERRERA ORIA, AV. Nº61 - LLANO CASTELLAN;441296,1;4482631,5;SI;124/;441186,72;4482424,04;-3.6939929;40.4904326
478;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;EMIGRANTES;CALLE;0;ESQ. C/ TRIBALDOS;AV. DEL MACHUPICHU;EMIGRANTES, CALLE Nº0 ESQ. C/ TRIBALDOS AV. DEL MACHUPICHU;446094,7;4480026,4;SI;112/120/153/;445985,29;4479818,87;-3.6371517;40.4672901
1083;;MARQUESINA MOD XXI 5-M REDUCIDA ;CIUDAD LINEAL;DAROCA;AV;0;FTE Nº 90;C/ ALCALA;DAROCA, AV Nº0 FTE Nº 90 C/ ALCALA;445389,4;4475484,5;SI;106/N7/;445279,97;4475276,97;-3.6450797;40.4263281
1869;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;SANTA ENGRACIA;CALLE;56;ESQ C/ GENERAL MTNEZ. CAMPOS;CUATRO CAMINOS;SANTA ENGRACIA, CALLE Nº56 ESQ C/ GENERAL MTNEZ. CAMPOS CUATRO CAMINOS;440869,2;4476434,8;SI;3/N23/;440759,79;4476227,33;-3.6984519;40.4345798
3190;;MARQUESINA MOD XXI 5-M ESTRECHA ;LATINA;SESEÑA;CALLE;0;ESQ C/ PADRE PIQUER;C/ PADRE PIQUER;SESEÑA, CALLE Nº0 ESQ C/ PADRE PIQUER C/ PADRE PIQUER;434917,9;4472100,8;SI;121/;434808,53;4471893,37;-3.7681684;40.3950928
2325;;MARQUESINA MOD XXI 5-M REDUCIDA ;LATINA;PADRE PIQUER;AV;27;-;CTRA EXTREMADUR;PADRE PIQUER, AVD Nº27 - CTRA EXTREMADUR;435011,8;4471683;SI;36/131/573/N905/;434902,42;4471475,57;-3.7670194;40.3913364
575;;MARQUESINA MOD XXI 5-M STD;LATINA;VALMOJADO;CALLE;0;DESP DE C/ MAQUEDA;AV. POBLADOS;VALMOJADO, CALLE Nº0 DESPUÉS DE C/ MAQUEDA AV. POBLADOS;435524,1;4471122,1;SI;17/117/;435414,72;4470914,66;-3.7609269;40.3863234
658;;MARQUESINA MOD XXI 5-M STD;LATINA;POBLADOS (DE LOS);AV;0;ESQ AV RAFAEL FINAT;N-401;POBLADOS (DE LOS), AVD Nº0 ESQ AV RAFAEL FINAT N-401;435524,6;4470945,1;SI;121/131/139/;435415,21;4470737,66;-3.7609031;40.3847289
3534;;MARQUESINA MOD XXI 4-M STD;SAN BLAS;ALCALA;CALLE;477;ESQ C/RIOBAMBA;PUERTA DEL SOL;ALCALA, CALLE Nº477 ESQ C/RIOBAMBA PUERTA DEL SOL;446429,2;4476923,9;SI;77/104/N5/;446319,77;4476716,36;-3.6329441;40.4393627
2947;;MARQUESINA MOD XXI 5-M STD;SAN BLAS;ALCALA;CALLE;502;-;N-II;ALCALA, CALLE Nº502 - N-II;446843,8;4477047,5;SI;77/104/N5/               ;446734,37;4476839,95;-3.6280662;40.4405027
1367;;MARQUESINA MOD XXI 5-M STD;FUENCARRAL;MONFORTE DE LEMOS;AV;0;FTE  Nº 115;AVD DE BETANZOS;MONFORTE DE LEMOS, AV Nº0 FRENTE AL Nº 115  AVD DE BETANZOS;440038;4481327,1;SI;;439928,62;4481119,65;-3.7087138;40.4785921
260;;MARQUESINA MOD XXI 5-M STD;CIUDAD LINEAL;NICOLAS SALMERON;CALLE;13;DESP C/ RODRIGO DE TRIANA;LARGO CABALLERO;NICOLAS SALMERON, CALLE Nº13 DESP C/ RODRIGO DE TRIANA LARGO CABALLERO;446478,1;4474850,6;SI;70/106/N7/;446368,66;4474643,05;-3.6321928;40.4206882
246;;MARQUESINA MOD XXI 5-M STD;CIUDAD LINEAL;HERMANOS GARCIA NOBLEJAS;CALLE;0;JTO C/REALEJOS;PZA ALSACIA;HERMANOS GARCIA NOBLEJAS, CALLE Nº0 JUNTO C/REALEJOS PZA ALSACIA;446602,6;4475622,9;SI;4/38/48/70/;446493,16;4475415,35;-3.6307903;40.4276536
4708;10841;MARQUESINA MOD XXI 4-M STD;CIUDAD LINEAL;HERMANOS GARCIA NOBLEJAS;CALLE;128;ESQ. C/GANDHI;PZA ALSACIA;HERMANOS GARCIA NOBLEJAS, CALLE Nº128 ESQ. C/GANDHI PZA ALSACIA;446711,5;4475420,2;SI;4/38/48/70/109/N6/ N203/;446602,06;4475212,65;-3.6294895;40.4258345
