"i","j","distance","traffic_time","base_time","route_lat","route_long","route_dist","route_time","start_street_side","start_street_name","stop_street_side","stop_street_name"
4,6,1561,664,664,40.4177892,-3.7084758,8,28,"left","Plaza de Santo Domingo","right","Carrera de San Francisco"
4,6,1561,664,664,40.4178107,-3.7085724,122,40,"left","Plaza de Santo Domingo","right","Carrera de San Francisco"
4,6,1561,664,664,40.4167378,-3.7086368,41,15,"left","Plaza de Santo Domingo","right","Carrera de San Francisco"
4,6,1561,664,664,40.4163837,-3.7086368,46,21,"left","Plaza de Santo Domingo","right","Carrera de San Francisco"
4,6,1561,664,664,40.4159653,-3.7086689,16,26,"left","Plaza de Santo Domingo","right","Carrera de San Francisco"
4,6,1561,664,664,40.4159224,-3.7088513,151,50,"left","Plaza de Santo Domingo","right","Carrera de San Francisco"
4,6,1561,664,664,40.4147208,-3.7081647,116,50,"left","Plaza de Santo Domingo","right","Carrera de San Francisco"
4,6,1561,664,664,40.413723,-3.7081969,6,10,"left","Plaza de Santo Domingo","right","Carrera de San Francisco"
4,6,1561,664,664,40.4136908,-3.7081432,311,103,"left","Plaza de Santo Domingo","right","Carrera de San Francisco"
4,6,1561,664,664,40.4117382,-3.7105894,28,22,"left","Plaza de Santo Domingo","right","Carrera de San Francisco"
4,6,1561,664,664,40.4115021,-3.710568,65,22,"left","Plaza de Santo Domingo","right","Carrera de San Francisco"
4,6,1561,664,664,40.4113948,-3.711319,223,70,"left","Plaza de Santo Domingo","right","Carrera de San Francisco"
4,6,1561,664,664,40.4106545,-3.7137759,0,0,"left","Plaza de Santo Domingo","right","Carrera de San Francisco"
5,6,595,256,254,40.4097449,-3.7138335,210,76,"left","Calle del Rosario","right","Plaza de San Francisco"
5,6,595,256,254,40.4088521,-3.71575,51,32,"left","Calle del Rosario","right","Plaza de San Francisco"
5,6,595,256,254,40.4085624,-3.7152779,176,97,"left","Calle del Rosario","right","Plaza de San Francisco"
5,6,595,256,254,40.4093349,-3.7134647,116,26,"left","Calle del Rosario","right","Plaza de San Francisco"
5,6,595,256,254,40.4103112,-3.7138939,27,15,"left","Calle del Rosario","right","Plaza de San Francisco"
5,6,595,256,254,40.4105258,-3.7138188,15,8,"left","Calle del Rosario","right","Plaza de San Francisco"
5,6,595,256,254,40.4106545,-3.7137759,0,0,"left","Calle del Rosario","right","Plaza de San Francisco"
7,6,306,107,107,40.4116523,-3.7106216,18,15,"right","Plaza del Humilladero","right","Carrera de San Francisco"
7,6,306,107,107,40.4115021,-3.710568,65,22,"right","Plaza del Humilladero","right","Carrera de San Francisco"
7,6,306,107,107,40.4113948,-3.711319,223,70,"right","Plaza del Humilladero","right","Carrera de San Francisco"
7,6,306,107,107,40.4106545,-3.7137759,0,0,"right","Plaza del Humilladero","right","Carrera de San Francisco"
8,6,2285,818,818,40.4097557,-3.6933053,131,57,"left","Calle del Cenicero","right","Carrera de San Francisco"
8,6,2285,818,818,40.4108691,-3.6933267,136,67,"left","Calle del Cenicero","right","Carrera de San Francisco"
8,6,2285,818,818,40.4111266,-3.6949039,85,38,"left","Calle del Cenicero","right","Carrera de San Francisco"
8,6,2285,818,818,40.4104078,-3.6951935,860,299,"left","Calle del Cenicero","right","Carrera de San Francisco"
8,6,2285,818,818,40.4143023,-3.7039161,318,115,"left","Calle del Cenicero","right","Carrera de San Francisco"
8,6,2285,818,818,40.413605,-3.7074459,267,78,"left","Calle del Cenicero","right","Carrera de San Francisco"
8,6,2285,818,818,40.4113197,-3.7083042,200,72,"left","Calle del Cenicero","right","Carrera de San Francisco"
8,6,2285,818,818,40.4115021,-3.710568,65,22,"left","Calle del Cenicero","right","Carrera de San Francisco"
8,6,2285,818,818,40.4113948,-3.711319,223,70,"left","Calle del Cenicero","right","Carrera de San Francisco"
8,6,2285,818,818,40.4106545,-3.7137759,0,0,"left","Calle del Cenicero","right","Carrera de San Francisco"
9,6,2067,566,525,40.427282,-3.7138455,34,15,"left","Calle de la Princesa","right","Plaza de San Francisco"
9,6,2067,566,525,40.4271126,-3.7137222,327,136,"left","Calle de la Princesa","right","Plaza de San Francisco"
9,6,2067,566,525,40.4247737,-3.715986,396,97,"left","Calle de la Princesa","right","Plaza de San Francisco"
9,6,2067,566,525,40.4219842,-3.7130892,1233,234,"left","Calle de la Princesa","right","Plaza de San Francisco"
9,6,2067,566,525,40.410955,-3.7139475,31,16,"left","Calle de la Princesa","right","Plaza de San Francisco"
9,6,2067,566,525,40.4106867,-3.7139475,46,27,"left","Calle de la Princesa","right","Plaza de San Francisco"
9,6,2067,566,525,40.4106545,-3.7137759,0,0,"left","Calle de la Princesa","right","Plaza de San Francisco"
10,6,4158,1079,928,40.4271555,-3.6947751,41,10,"left","Calle de Génova","right","Plaza de San Francisco"
10,6,4158,1079,928,40.4273701,-3.6951613,138,28,"left","Calle de Génova","right","Plaza de San Francisco"
10,6,4158,1079,928,40.42781,-3.6964488,483,76,"left","Calle de Génova","right","Plaza de San Francisco"
10,6,4158,1079,928,40.4290652,-3.7018883,72,21,"left","Calle de Génova","right","Plaza de San Francisco"
10,6,4158,1079,928,40.429076,-3.7027252,241,39,"left","Calle de Génova","right","Plaza de San Francisco"
10,6,4158,1079,928,40.4295373,-3.7054932,571,93,"left","Calle de Génova","right","Plaza de San Francisco"
10,6,4158,1079,928,40.4302239,-3.7121451,145,28,"left","Calle de Génova","right","Plaza de San Francisco"
10,6,4158,1079,928,40.43046,-3.7138081,207,58,"left","Calle de Génova","right","Plaza de San Francisco"
10,6,4158,1079,928,40.4289043,-3.7150311,227,65,"left","Calle de Génova","right","Plaza de San Francisco"
10,6,4158,1079,928,40.4271126,-3.7137222,327,136,"left","Calle de Génova","right","Plaza de San Francisco"
10,6,4158,1079,928,40.4247737,-3.715986,396,97,"left","Calle de Génova","right","Plaza de San Francisco"
10,6,4158,1079,928,40.4219842,-3.7130892,1233,234,"left","Calle de Génova","right","Plaza de San Francisco"
10,6,4158,1079,928,40.410955,-3.7139475,31,16,"left","Calle de Génova","right","Plaza de San Francisco"
10,6,4158,1079,928,40.4106867,-3.7139475,46,27,"left","Calle de Génova","right","Plaza de San Francisco"
10,6,4158,1079,928,40.4106545,-3.7137759,0,0,"left","Calle de Génova","right","Plaza de San Francisco"
1,7,367,171,171,40.4121351,-3.7078643,69,29,"right","Calle de la Cava Alta","right","Plaza del Humilladero"
1,7,367,171,171,40.4125428,-3.7084651,43,35,"right","Calle de la Cava Alta","right","Plaza del Humilladero"
1,7,367,171,171,40.4129183,-3.7083685,19,29,"right","Calle de la Cava Alta","right","Plaza del Humilladero"
1,7,367,171,171,40.4130042,-3.7085724,226,75,"right","Calle de la Cava Alta","right","Plaza del Humilladero"
1,7,367,171,171,40.4117382,-3.7105894,10,3,"right","Calle de la Cava Alta","right","Plaza del Humilladero"
1,7,367,171,171,40.4116523,-3.7106216,0,0,"right","Calle de la Cava Alta","right","Plaza del Humilladero"
2,7,840,360,360,40.4108022,-3.7104275,58,29,"left","Calle del Humilladero","right","Plaza del Humilladero"
2,7,840,360,360,40.4103327,-3.7103212,109,40,"left","Calle del Humilladero","right","Plaza del Humilladero"
2,7,840,360,360,40.4105258,-3.7115765,103,40,"left","Calle del Humilladero","right","Plaza del Humilladero"
2,7,840,360,360,40.4114056,-3.7112439,58,30,"left","Calle del Humilladero","right","Plaza del Humilladero"
2,7,840,360,360,40.4115021,-3.710568,14,10,"left","Calle del Humilladero","right","Plaza del Humilladero"
2,7,840,360,360,40.4116094,-3.7104821,200,69,"left","Calle del Humilladero","right","Plaza del Humilladero"
2,7,840,360,360,40.4125428,-3.7084651,43,35,"left","Calle del Humilladero","right","Plaza del Humilladero"
2,7,840,360,360,40.4129183,-3.7083685,19,29,"left","Calle del Humilladero","right","Plaza del Humilladero"
2,7,840,360,360,40.4130042,-3.7085724,226,75,"left","Calle del Humilladero","right","Plaza del Humilladero"
2,7,840,360,360,40.4117382,-3.7105894,10,3,"left","Calle del Humilladero","right","Plaza del Humilladero"
2,7,840,360,360,40.4116523,-3.7106216,0,0,"left","Calle del Humilladero","right","Plaza del Humilladero"
3,7,529,256,256,40.4112554,-3.7086153,19,12,"right","Plaza de la Cebada","right","Plaza del Humilladero"
3,7,529,256,256,40.4112446,-3.7084866,144,74,"right","Plaza de la Cebada","right","Plaza del Humilladero"
3,7,529,256,256,40.4121351,-3.7078643,68,28,"right","Plaza de la Cebada","right","Plaza del Humilladero"
3,7,529,256,256,40.4125428,-3.7084651,43,35,"right","Plaza de la Cebada","right","Plaza del Humilladero"
3,7,529,256,256,40.4129183,-3.7083685,19,29,"right","Plaza de la Cebada","right","Plaza del Humilladero"
3,7,529,256,256,40.4130042,-3.7085724,226,75,"right","Plaza de la Cebada","right","Plaza del Humilladero"
3,7,529,256,256,40.4117382,-3.7105894,10,3,"right","Plaza de la Cebada","right","Plaza del Humilladero"
3,7,529,256,256,40.4116523,-3.7106216,0,0,"right","Plaza de la Cebada","right","Plaza del Humilladero"
4,7,1255,553,553,40.4202354,-3.7081647,59,31,"left","Plaza de Santo Domingo","right","Plaza del Humilladero"
4,7,1255,553,553,40.419817,-3.7077892,89,27,"left","Plaza de Santo Domingo","right","Plaza del Humilladero"
4,7,1255,553,553,40.4190981,-3.7073493,48,37,"left","Plaza de Santo Domingo","right","Plaza del Humilladero"
4,7,1255,553,553,40.418669,-3.7074351,38,15,"left","Plaza de Santo Domingo","right","Plaza del Humilladero"
4,7,1255,553,553,40.4186046,-3.7069952,70,36,"left","Plaza de Santo Domingo","right","Plaza del Humilladero"
4,7,1255,553,553,40.4182398,-3.7075102,60,39,"left","Plaza de Santo Domingo","right","Plaza del Humilladero"
4,7,1255,553,553,40.4183257,-3.7082076,15,4,"left","Plaza de Santo Domingo","right","Plaza del Humilladero"
4,7,1255,553,553,40.4181969,-3.708272,49,18,"left","Plaza de Santo Domingo","right","Plaza del Humilladero"
4,7,1255,553,553,40.4177892,-3.7084758,8,28,"left","Plaza de Santo Domingo","right","Plaza del Humilladero"
4,7,1255,553,553,40.4178107,-3.7085724,122,40,"left","Plaza de Santo Domingo","right","Plaza del Humilladero"
4,7,1255,553,553,40.4167378,-3.7086368,41,15,"left","Plaza de Santo Domingo","right","Plaza del Humilladero"
4,7,1255,553,553,40.4163837,-3.7086368,46,21,"left","Plaza de Santo Domingo","right","Plaza del Humilladero"
4,7,1255,553,553,40.4159653,-3.7086689,16,26,"left","Plaza de Santo Domingo","right","Plaza del Humilladero"
4,7,1255,553,553,40.4159224,-3.7088513,151,50,"left","Plaza de Santo Domingo","right","Plaza del Humilladero"
4,7,1255,553,553,40.4147208,-3.7081647,116,50,"left","Plaza de Santo Domingo","right","Plaza del Humilladero"
4,7,1255,553,553,40.413723,-3.7081969,6,10,"left","Plaza de Santo Domingo","right","Plaza del Humilladero"
4,7,1255,553,553,40.4136908,-3.7081432,311,103,"left","Plaza de Santo Domingo","right","Plaza del Humilladero"
4,7,1255,553,553,40.4117382,-3.7105894,10,3,"left","Plaza de Santo Domingo","right","Plaza del Humilladero"
4,7,1255,553,553,40.4116523,-3.7106216,0,0,"left","Plaza de Santo Domingo","right","Plaza del Humilladero"
5,7,1485,581,579,40.4097449,-3.7138335,210,76,"left","Calle del Rosario","right","Plaza del Humilladero"
5,7,1485,581,579,40.4088521,-3.71575,51,32,"left","Calle del Rosario","right","Plaza del Humilladero"
5,7,1485,581,579,40.4085624,-3.7152779,176,97,"left","Calle del Rosario","right","Plaza del Humilladero"
5,7,1485,581,579,40.4093349,-3.7134647,116,26,"left","Calle del Rosario","right","Plaza del Humilladero"
5,7,1485,581,579,40.4103112,-3.7138939,27,15,"left","Calle del Rosario","right","Plaza del Humilladero"
5,7,1485,581,579,40.4105258,-3.7138188,53,32,"left","Calle del Rosario","right","Plaza del Humilladero"
5,7,1485,581,579,40.410955,-3.7139475,218,58,"left","Calle del Rosario","right","Plaza del Humilladero"
5,7,1485,581,579,40.4129076,-3.7137651,83,29,"left","Calle del Rosario","right","Plaza del Humilladero"
5,7,1485,581,579,40.4125428,-3.7129498,21,30,"left","Calle del Rosario","right","Plaza del Humilladero"
5,7,1485,581,579,40.4123819,-3.712821,94,26,"left","Calle del Rosario","right","Plaza del Humilladero"
5,7,1485,581,579,40.4128861,-3.7119305,117,47,"left","Calle del Rosario","right","Plaza del Humilladero"
5,7,1485,581,579,40.4138088,-3.7116301,107,40,"left","Calle del Rosario","right","Plaza del Humilladero"
5,7,1485,581,579,40.4135084,-3.7104285,167,59,"left","Calle del Rosario","right","Plaza del Humilladero"
5,7,1485,581,579,40.4120386,-3.7107611,45,12,"left","Calle del Rosario","right","Plaza del Humilladero"
5,7,1485,581,579,40.4116523,-3.7106216,0,0,"left","Calle del Rosario","right","Plaza del Humilladero"
6,7,890,321,321,40.4106545,-3.7137759,5,7,"right","Plaza de San Francisco","right","Plaza del Humilladero"
6,7,890,321,321,40.4106867,-3.7138188,33,13,"right","Plaza de San Francisco","right","Plaza del Humilladero"
6,7,890,321,321,40.410955,-3.7139475,218,58,"right","Plaza de San Francisco","right","Plaza del Humilladero"
6,7,890,321,321,40.4129076,-3.7137651,83,29,"right","Plaza de San Francisco","right","Plaza del Humilladero"
6,7,890,321,321,40.4125428,-3.7129498,21,30,"right","Plaza de San Francisco","right","Plaza del Humilladero"
6,7,890,321,321,40.4123819,-3.712821,94,26,"right","Plaza de San Francisco","right","Plaza del Humilladero"
6,7,890,321,321,40.4128861,-3.7119305,117,47,"right","Plaza de San Francisco","right","Plaza del Humilladero"
6,7,890,321,321,40.4138088,-3.7116301,107,40,"right","Plaza de San Francisco","right","Plaza del Humilladero"
6,7,890,321,321,40.4135084,-3.7104285,167,59,"right","Plaza de San Francisco","right","Plaza del Humilladero"
6,7,890,321,321,40.4120386,-3.7107611,45,12,"right","Plaza de San Francisco","right","Plaza del Humilladero"
6,7,890,321,321,40.4116523,-3.7106216,0,0,"right","Plaza de San Francisco","right","Plaza del Humilladero"
8,7,2005,748,748,40.4097557,-3.6933053,131,57,"left","Calle del Cenicero","right","Plaza del Humilladero"
8,7,2005,748,748,40.4108691,-3.6933267,136,67,"left","Calle del Cenicero","right","Plaza del Humilladero"
8,7,2005,748,748,40.4111266,-3.6949039,85,38,"left","Calle del Cenicero","right","Plaza del Humilladero"
8,7,2005,748,748,40.4104078,-3.6951935,860,299,"left","Calle del Cenicero","right","Plaza del Humilladero"
8,7,2005,748,748,40.4143023,-3.7039161,318,97,"left","Calle del Cenicero","right","Plaza del Humilladero"
8,7,2005,748,748,40.413605,-3.7074459,27,13,"left","Calle del Cenicero","right","Plaza del Humilladero"
8,7,2005,748,748,40.4135621,-3.707757,8,2,"left","Calle del Cenicero","right","Plaza del Humilladero"
8,7,2005,748,748,40.4135942,-3.7078428,34,18,"left","Calle del Cenicero","right","Plaza del Humilladero"
8,7,2005,748,748,40.413723,-3.7081969,67,22,"left","Calle del Cenicero","right","Plaza del Humilladero"
8,7,2005,748,748,40.4137552,-3.7089801,127,64,"left","Calle del Cenicero","right","Plaza del Humilladero"
8,7,2005,748,748,40.4135084,-3.7104285,167,59,"left","Calle del Cenicero","right","Plaza del Humilladero"
8,7,2005,748,748,40.4120386,-3.7107611,45,12,"left","Calle del Cenicero","right","Plaza del Humilladero"
8,7,2005,748,748,40.4116523,-3.7106216,0,0,"left","Calle del Cenicero","right","Plaza del Humilladero"
9,7,2246,828,797,40.427282,-3.7138455,381,67,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.424366,-3.7117481,132,38,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.4233897,-3.7108791,319,79,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.4215765,-3.7079716,125,49,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.4205036,-3.7083793,93,42,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.419817,-3.7077892,89,27,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.4190981,-3.7073493,48,37,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.418669,-3.7074351,38,15,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.4186046,-3.7069952,70,36,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.4182398,-3.7075102,60,39,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.4183257,-3.7082076,15,4,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.4181969,-3.708272,49,18,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.4177892,-3.7084758,8,28,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.4178107,-3.7085724,122,40,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.4167378,-3.7086368,41,15,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.4163837,-3.7086368,46,21,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.4159653,-3.7086689,16,26,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.4159224,-3.7088513,151,50,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.4147208,-3.7081647,116,50,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.413723,-3.7081969,6,10,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.4136908,-3.7081432,311,103,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.4117382,-3.7105894,10,3,"left","Calle de la Princesa","right","Plaza del Humilladero"
9,7,2246,828,797,40.4116523,-3.7106216,0,0,"left","Calle de la Princesa","right","Plaza del Humilladero"
10,7,3201,1000,963,40.4271555,-3.6947751,393,72,"right","Calle de Génova","right","Plaza del Humilladero"
10,7,3201,1000,963,40.4252243,-3.6909342,9,8,"right","Calle de Génova","right","Plaza del Humilladero"
10,7,3201,1000,963,40.4251492,-3.690902,680,164,"right","Calle de Génova","right","Plaza del Humilladero"
10,7,3201,1000,963,40.4194093,-3.6936593,448,129,"right","Calle de Génova","right","Plaza del Humilladero"
10,7,3201,1000,963,40.4181647,-3.6986697,67,17,"right","Calle de Génova","right","Plaza del Humilladero"
10,7,3201,1000,963,40.4178536,-3.6993349,168,51,"right","Calle de Génova","right","Plaza del Humilladero"
10,7,3201,1000,963,40.4166198,-3.7004399,235,75,"right","Calle de Génova","right","Plaza del Humilladero"
10,7,3201,1000,963,40.4145384,-3.7001932,99,44,"right","Calle de Génova","right","Plaza del Humilladero"
10,7,3201,1000,963,40.4144204,-3.7013412,34,13,"right","Calle de Génova","right","Plaza del Humilladero"
10,7,3201,1000,963,40.4141307,-3.7014377,70,27,"right","Calle de Génova","right","Plaza del Humilladero"
10,7,3201,1000,963,40.4135406,-3.7017167,205,76,"right","Calle de Génova","right","Plaza del Humilladero"
10,7,3201,1000,963,40.4143023,-3.7039161,318,97,"right","Calle de Génova","right","Plaza del Humilladero"
10,7,3201,1000,963,40.413605,-3.7074459,27,13,"right","Calle de Génova","right","Plaza del Humilladero"
10,7,3201,1000,963,40.4135621,-3.707757,8,2,"right","Calle de Génova","right","Plaza del Humilladero"
10,7,3201,1000,963,40.4135942,-3.7078428,34,18,"right","Calle de Génova","right","Plaza del Humilladero"
10,7,3201,1000,963,40.413723,-3.7081969,67,22,"right","Calle de Génova","right","Plaza del Humilladero"
10,7,3201,1000,963,40.4137552,-3.7089801,127,64,"right","Calle de Génova","right","Plaza del Humilladero"
10,7,3201,1000,963,40.4135084,-3.7104285,167,59,"right","Calle de Génova","right","Plaza del Humilladero"
10,7,3201,1000,963,40.4120386,-3.7107611,45,12,"right","Calle de Génova","right","Plaza del Humilladero"
10,7,3201,1000,963,40.4116523,-3.7106216,0,0,"right","Calle de Génova","right","Plaza del Humilladero"
1,8,1914,770,768,40.4121351,-3.7078643,141,46,"left","Calle de Toledo","left","Calle del Cenicero"
1,8,1914,770,768,40.4133475,-3.7074351,217,68,"left","Calle de Toledo","left","Calle del Cenicero"
1,8,1914,770,768,40.4125857,-3.7050855,159,56,"left","Calle de Toledo","left","Calle del Cenicero"
1,8,1914,770,768,40.4124892,-3.7032294,313,99,"left","Calle de Toledo","left","Calle del Cenicero"
1,8,1914,770,768,40.4123604,-3.6995387,713,314,"left","Calle de Toledo","left","Calle del Cenicero"
1,8,1914,770,768,40.4092813,-3.6922753,41,13,"left","Calle de Toledo","left","Calle del Cenicero"
1,8,1914,770,768,40.4089057,-3.6922646,166,70,"left","Calle de Toledo","left","Calle del Cenicero"
1,8,1914,770,768,40.4090559,-3.6917818,146,98,"left","Calle de Toledo","left","Calle del Cenicero"
1,8,1914,770,768,40.4096568,-3.6933053,11,4,"left","Calle de Toledo","left","Calle del Cenicero"
1,8,1914,770,768,40.4097557,-3.6933053,7,1,"left","Calle de Toledo","left","Calle del Cenicero"
2,8,3307,924,911,40.4108022,-3.7104275,188,84,"left","Calle del Humilladero","left","Calle del Cenicero"
2,8,3307,924,911,40.409174,-3.7102354,10,13,"left","Calle del Humilladero","left","Calle del Cenicero"
2,8,3307,924,911,40.4091525,-3.7101173,271,88,"left","Calle del Humilladero","left","Calle del Cenicero"
2,8,3307,924,911,40.4069746,-3.7115228,839,197,"left","Calle del Humilladero","left","Calle del Cenicero"
2,8,3307,924,911,40.4050756,-3.7031329,23,20,"left","Calle del Humilladero","left","Calle del Cenicero"
2,8,3307,924,911,40.4049039,-3.703047,331,75,"left","Calle del Humilladero","left","Calle del Cenicero"
2,8,3307,924,911,40.4059124,-3.6993885,932,124,"left","Calle del Humilladero","left","Calle del Cenicero"
2,8,3307,924,911,40.4075003,-3.6901081,82,28,"left","Calle del Humilladero","left","Calle del Cenicero"
2,8,3307,924,911,40.4069853,-3.6894107,121,98,"left","Calle del Humilladero","left","Calle del Cenicero"
2,8,3307,924,911,40.4070926,-3.6885953,77,24,"left","Calle del Humilladero","left","Calle del Cenicero"
2,8,3307,924,911,40.4075003,-3.6893356,223,45,"left","Calle del Humilladero","left","Calle del Cenicero"
2,8,3307,924,911,40.408777,-3.6913848,46,13,"left","Calle del Humilladero","left","Calle del Cenicero"
2,8,3307,924,911,40.4090559,-3.6917818,146,98,"left","Calle del Humilladero","left","Calle del Cenicero"
2,8,3307,924,911,40.4096568,-3.6933053,11,4,"left","Calle del Humilladero","left","Calle del Cenicero"
2,8,3307,924,911,40.4097557,-3.6933053,7,1,"left","Calle del Humilladero","left","Calle del Cenicero"
3,8,2076,838,836,40.4112554,-3.7086153,19,12,"right","Plaza de la Cebada","left","Calle del Cenicero"
3,8,2076,838,836,40.4112446,-3.7084866,284,102,"right","Plaza de la Cebada","left","Calle del Cenicero"
3,8,2076,838,836,40.4133475,-3.7074351,217,68,"right","Plaza de la Cebada","left","Calle del Cenicero"
3,8,2076,838,836,40.4125857,-3.7050855,159,56,"right","Plaza de la Cebada","left","Calle del Cenicero"
3,8,2076,838,836,40.4124892,-3.7032294,313,99,"right","Plaza de la Cebada","left","Calle del Cenicero"
3,8,2076,838,836,40.4123604,-3.6995387,713,314,"right","Plaza de la Cebada","left","Calle del Cenicero"
3,8,2076,838,836,40.4092813,-3.6922753,41,13,"right","Plaza de la Cebada","left","Calle del Cenicero"
3,8,2076,838,836,40.4089057,-3.6922646,166,70,"right","Plaza de la Cebada","left","Calle del Cenicero"
3,8,2076,838,836,40.4090559,-3.6917818,146,98,"right","Plaza de la Cebada","left","Calle del Cenicero"
3,8,2076,838,836,40.4096568,-3.6933053,11,4,"right","Plaza de la Cebada","left","Calle del Cenicero"
3,8,2076,838,836,40.4097557,-3.6933053,7,1,"right","Plaza de la Cebada","left","Calle del Cenicero"
4,8,2518,816,689,40.4202354,-3.7081647,192,47,"left","Calle de Jacometrezo","left","Calle del Cenicero"
4,8,2518,816,689,40.4203105,-3.7059653,823,247,"left","Calle de Jacometrezo","left","Calle del Cenicero"
4,8,2518,816,689,40.4187012,-3.6966527,214,64,"left","Calle de Jacometrezo","left","Calle del Cenicero"
4,8,2518,816,689,40.4192054,-3.6942172,500,117,"left","Calle de Jacometrezo","left","Calle del Cenicero"
4,8,2518,816,689,40.415107,-3.6944318,674,156,"left","Calle de Jacometrezo","left","Calle del Cenicero"
4,8,2518,816,689,40.4092813,-3.6922753,97,54,"left","Calle de Jacometrezo","left","Calle del Cenicero"
4,8,2518,816,689,40.4096568,-3.6933053,11,4,"left","Calle de Jacometrezo","left","Calle del Cenicero"
4,8,2518,816,689,40.4097557,-3.6933053,7,1,"left","Calle de Jacometrezo","left","Calle del Cenicero"
5,8,3554,993,981,40.4097449,-3.7138335,210,76,"left","Calle del Rosario","left","Calle del Cenicero"
5,8,3554,993,981,40.4088521,-3.71575,51,32,"left","Calle del Rosario","left","Calle del Cenicero"
5,8,3554,993,981,40.4085624,-3.7152779,176,73,"left","Calle del Rosario","left","Calle del Cenicero"
5,8,3554,993,981,40.4093349,-3.7134647,302,82,"left","Calle del Rosario","left","Calle del Cenicero"
5,8,3554,993,981,40.4069638,-3.711791,816,189,"left","Calle del Rosario","left","Calle del Cenicero"
5,8,3554,993,981,40.4050756,-3.7031329,23,20,"left","Calle del Rosario","left","Calle del Cenicero"
5,8,3554,993,981,40.4049039,-3.703047,331,75,"left","Calle del Rosario","left","Calle del Cenicero"
5,8,3554,993,981,40.4059124,-3.6993885,932,124,"left","Calle del Rosario","left","Calle del Cenicero"
5,8,3554,993,981,40.4075003,-3.6901081,82,28,"left","Calle del Rosario","left","Calle del Cenicero"
5,8,3554,993,981,40.4069853,-3.6894107,121,98,"left","Calle del Rosario","left","Calle del Cenicero"
5,8,3554,993,981,40.4070926,-3.6885953,77,24,"left","Calle del Rosario","left","Calle del Cenicero"
5,8,3554,993,981,40.4075003,-3.6893356,223,45,"left","Calle del Rosario","left","Calle del Cenicero"
5,8,3554,993,981,40.408777,-3.6913848,46,13,"left","Calle del Rosario","left","Calle del Cenicero"
5,8,3554,993,981,40.4090559,-3.6917818,146,98,"left","Calle del Rosario","left","Calle del Cenicero"
5,8,3554,993,981,40.4096568,-3.6933053,11,4,"left","Calle del Rosario","left","Calle del Cenicero"
5,8,3554,993,981,40.4097557,-3.6933053,7,1,"left","Calle del Rosario","left","Calle del Cenicero"
6,8,3295,879,866,40.4106545,-3.7137759,36,26,"right","Plaza de San Francisco","left","Calle del Cenicero"
6,8,3295,879,866,40.4105258,-3.7139475,26,10,"right","Plaza de San Francisco","left","Calle del Cenicero"
6,8,3295,879,866,40.4103112,-3.7138939,418,112,"right","Plaza de San Francisco","left","Calle del Cenicero"
6,8,3295,879,866,40.4069638,-3.711791,816,189,"right","Plaza de San Francisco","left","Calle del Cenicero"
6,8,3295,879,866,40.4050756,-3.7031329,23,20,"right","Plaza de San Francisco","left","Calle del Cenicero"
6,8,3295,879,866,40.4049039,-3.703047,331,75,"right","Plaza de San Francisco","left","Calle del Cenicero"
6,8,3295,879,866,40.4059124,-3.6993885,932,124,"right","Plaza de San Francisco","left","Calle del Cenicero"
6,8,3295,879,866,40.4075003,-3.6901081,82,28,"right","Plaza de San Francisco","left","Calle del Cenicero"
6,8,3295,879,866,40.4069853,-3.6894107,121,98,"right","Plaza de San Francisco","left","Calle del Cenicero"
6,8,3295,879,866,40.4070926,-3.6885953,77,24,"right","Plaza de San Francisco","left","Calle del Cenicero"
6,8,3295,879,866,40.4075003,-3.6893356,223,45,"right","Plaza de San Francisco","left","Calle del Cenicero"
6,8,3295,879,866,40.408777,-3.6913848,46,13,"right","Plaza de San Francisco","left","Calle del Cenicero"
