"route_id","i","j","distance","traffic_time","base_time","route_lat","route_long","start_street_side","start_street_name","stop_street_side","stop_street_name","step_id"
"1",9,8,4670,1088,991,40.4095066,-3.6923397,"right","Calle de la Princesa","left","Calle del Cenicero",157
"1",9,8,4670,1088,991,40.4092813,-3.6922753,"right","Calle de la Princesa","left","Calle del Cenicero",158
"1",9,8,4670,1088,991,40.4093993,-3.6927259,"right","Calle de la Princesa","left","Calle del Cenicero",159
"1",9,8,4670,1088,991,40.4096568,-3.6933053,"right","Calle de la Princesa","left","Calle del Cenicero",160
"1",9,8,4670,1088,991,40.4097557,-3.6933053,"right","Calle de la Princesa","left","Calle del Cenicero",161
"2",8,9,3244,1071,1063,40.4097557,-3.6933053,"left","Calle del Cenicero","right","Calle de la Princesa",162
"2",8,9,3244,1071,1063,40.4101503,-3.6933053,"left","Calle del Cenicero","right","Calle de la Princesa",163
"2",8,9,3244,1071,1063,40.4108691,-3.6933267,"left","Calle del Cenicero","right","Calle de la Princesa",164
"2",8,9,3244,1071,1063,40.410912,-3.6935949,"left","Calle del Cenicero","right","Calle de la Princesa",165
"2",8,9,3244,1071,1063,40.410955,-3.6938417,"left","Calle del Cenicero","right","Calle de la Princesa",166
"2",8,9,3244,1071,1063,40.4111266,-3.6949039,"left","Calle del Cenicero","right","Calle de la Princesa",167
"2",8,9,3244,1071,1063,40.4112661,-3.6956334,"left","Calle del Cenicero","right","Calle de la Princesa",168
"2",8,9,3244,1071,1063,40.4116201,-3.6956227,"left","Calle del Cenicero","right","Calle de la Princesa",169
"2",8,9,3244,1071,1063,40.4118454,-3.6956334,"left","Calle del Cenicero","right","Calle de la Princesa",170
"2",8,9,3244,1071,1063,40.4125643,-3.6956441,"left","Calle del Cenicero","right","Calle de la Princesa",171
"2",8,9,3244,1071,1063,40.4130471,-3.6956441,"left","Calle del Cenicero","right","Calle de la Princesa",172
"2",8,9,3244,1071,1063,40.4136586,-3.6956656,"left","Calle del Cenicero","right","Calle de la Princesa",173
"2",8,9,3244,1071,1063,40.4143453,-3.6957085,"left","Calle del Cenicero","right","Calle de la Princesa",174
"2",8,9,3244,1071,1063,40.4155898,-3.6959016,"left","Calle del Cenicero","right","Calle de la Princesa",175
"2",8,9,3244,1071,1063,40.41574,-3.6958802,"left","Calle del Cenicero","right","Calle de la Princesa",176
"2",8,9,3244,1071,1063,40.4158044,-3.6960626,"left","Calle del Cenicero","right","Calle de la Princesa",177
"2",8,9,3244,1071,1063,40.4159009,-3.6960089,"left","Calle del Cenicero","right","Calle de la Princesa",178
"2",8,9,3244,1071,1063,40.4167271,-3.6955798,"left","Calle del Cenicero","right","Calle de la Princesa",179
"2",8,9,3244,1071,1063,40.4168558,-3.6955154,"left","Calle del Cenicero","right","Calle de la Princesa",180
"2",8,9,3244,1071,1063,40.4168344,-3.6959553,"left","Calle del Cenicero","right","Calle de la Princesa",181
"2",8,9,3244,1071,1063,40.4168022,-3.6962664,"left","Calle del Cenicero","right","Calle de la Princesa",182
"2",8,9,3244,1071,1063,40.4167914,-3.6967492,"left","Calle del Cenicero","right","Calle de la Princesa",183
"2",8,9,3244,1071,1063,40.4166949,-3.6981332,"left","Calle del Cenicero","right","Calle de la Princesa",184
"2",8,9,3244,1071,1063,40.4166949,-3.69838,"left","Calle del Cenicero","right","Calle de la Princesa",185
"2",8,9,3244,1071,1063,40.4167807,-3.6983907,"left","Calle del Cenicero","right","Calle de la Princesa",186
"2",8,9,3244,1071,1063,40.4171026,-3.6984229,"left","Calle del Cenicero","right","Calle de la Princesa",187
"2",8,9,3244,1071,1063,40.4174566,-3.6984658,"left","Calle del Cenicero","right","Calle de la Princesa",188
"2",8,9,3244,1071,1063,40.4175103,-3.6984766,"left","Calle del Cenicero","right","Calle de la Princesa",189
"2",8,9,3244,1071,1063,40.4178321,-3.6985195,"left","Calle del Cenicero","right","Calle de la Princesa",190
"2",8,9,3244,1071,1063,40.418036,-3.6985409,"left","Calle del Cenicero","right","Calle de la Princesa",191
"2",8,9,3244,1071,1063,40.4181969,-3.6985624,"left","Calle del Cenicero","right","Calle de la Princesa",192
"2",8,9,3244,1071,1063,40.4181647,-3.6986697,"left","Calle del Cenicero","right","Calle de la Princesa",193
"2",8,9,3244,1071,1063,40.4180253,-3.6991954,"left","Calle del Cenicero","right","Calle de la Princesa",194
"2",8,9,3244,1071,1063,40.4180253,-3.6992919,"left","Calle del Cenicero","right","Calle de la Princesa",195
"2",8,9,3244,1071,1063,40.4180467,-3.6993456,"left","Calle del Cenicero","right","Calle de la Princesa",196
"2",8,9,3244,1071,1063,40.418154,-3.6994314,"left","Calle del Cenicero","right","Calle de la Princesa",197
"2",8,9,3244,1071,1063,40.4185295,-3.6995709,"left","Calle del Cenicero","right","Calle de la Princesa",198
"2",8,9,3244,1071,1063,40.4189157,-3.6996675,"left","Calle del Cenicero","right","Calle de la Princesa",199
"2",8,9,3244,1071,1063,40.4192805,-3.6997426,"left","Calle del Cenicero","right","Calle de la Princesa",200
"2",8,9,3244,1071,1063,40.4196239,-3.6996889,"left","Calle del Cenicero","right","Calle de la Princesa",201
"2",8,9,3244,1071,1063,40.4197526,-3.699646,"left","Calle del Cenicero","right","Calle de la Princesa",202
"2",8,9,3244,1071,1063,40.4199243,-3.7003863,"left","Calle del Cenicero","right","Calle de la Princesa",203
"2",8,9,3244,1071,1063,40.4200101,-3.7011802,"left","Calle del Cenicero","right","Calle de la Princesa",204
"2",8,9,3244,1071,1063,40.4200315,-3.7016416,"left","Calle del Cenicero","right","Calle de la Princesa",205
"2",8,9,3244,1071,1063,40.4200637,-3.7023067,"left","Calle del Cenicero","right","Calle de la Princesa",206
"2",8,9,3244,1071,1063,40.4200745,-3.7024033,"left","Calle del Cenicero","right","Calle de la Princesa",207
"2",8,9,3244,1071,1063,40.4201174,-3.7030041,"left","Calle del Cenicero","right","Calle de la Princesa",208
"2",8,9,3244,1071,1063,40.4201496,-3.7034547,"left","Calle del Cenicero","right","Calle de la Princesa",209
"2",8,9,3244,1071,1063,40.4201818,-3.7039268,"left","Calle del Cenicero","right","Calle de la Princesa",210
"2",8,9,3244,1071,1063,40.4202354,-3.7047958,"left","Calle del Cenicero","right","Calle de la Princesa",211
"2",8,9,3244,1071,1063,40.4202676,-3.7051928,"left","Calle del Cenicero","right","Calle de la Princesa",212
"2",8,9,3244,1071,1063,40.4202676,-3.7053216,"left","Calle del Cenicero","right","Calle de la Princesa",213
"2",8,9,3244,1071,1063,40.4202783,-3.7054718,"left","Calle del Cenicero","right","Calle de la Princesa",214
"2",8,9,3244,1071,1063,40.4202783,-3.7056649,"left","Calle del Cenicero","right","Calle de la Princesa",215
"2",8,9,3244,1071,1063,40.420289,-3.7058794,"left","Calle del Cenicero","right","Calle de la Princesa",216
"2",8,9,3244,1071,1063,40.4203105,-3.7059653,"left","Calle del Cenicero","right","Calle de la Princesa",217
"2",8,9,3244,1071,1063,40.4204178,-3.7061799,"left","Calle del Cenicero","right","Calle de la Princesa",218
"2",8,9,3244,1071,1063,40.42045,-3.7062335,"left","Calle del Cenicero","right","Calle de la Princesa",219
"2",8,9,3244,1071,1063,40.4205251,-3.7063515,"left","Calle del Cenicero","right","Calle de la Princesa",220
"2",8,9,3244,1071,1063,40.4205894,-3.7064266,"left","Calle del Cenicero","right","Calle de la Princesa",221
"2",8,9,3244,1071,1063,40.4208577,-3.7068558,"left","Calle del Cenicero","right","Calle de la Princesa",222
"2",8,9,3244,1071,1063,40.420965,-3.7070274,"left","Calle del Cenicero","right","Calle de la Princesa",223
"2",8,9,3244,1071,1063,40.4210615,-3.7071776,"left","Calle del Cenicero","right","Calle de la Princesa",224
"2",8,9,3244,1071,1063,40.4213297,-3.7075853,"left","Calle del Cenicero","right","Calle de la Princesa",225
"2",8,9,3244,1071,1063,40.4213619,-3.707639,"left","Calle del Cenicero","right","Calle de la Princesa",226
"2",8,9,3244,1071,1063,40.4215765,-3.7079716,"left","Calle del Cenicero","right","Calle de la Princesa",227
"2",8,9,3244,1071,1063,40.4216731,-3.708111,"left","Calle del Cenicero","right","Calle de la Princesa",228
"2",8,9,3244,1071,1063,40.4221129,-3.7088192,"left","Calle del Cenicero","right","Calle de la Princesa",229
"2",8,9,3244,1071,1063,40.4223168,-3.7091625,"left","Calle del Cenicero","right","Calle de la Princesa",230
"2",8,9,3244,1071,1063,40.4224563,-3.7093771,"left","Calle del Cenicero","right","Calle de la Princesa",231
"2",8,9,3244,1071,1063,40.4229498,-3.7101495,"left","Calle del Cenicero","right","Calle de la Princesa",232
"2",8,9,3244,1071,1063,40.4230678,-3.7103641,"left","Calle del Cenicero","right","Calle de la Princesa",233
"2",8,9,3244,1071,1063,40.4231751,-3.7105358,"left","Calle del Cenicero","right","Calle de la Princesa",234
"2",8,9,3244,1071,1063,40.4233897,-3.7108791,"left","Calle del Cenicero","right","Calle de la Princesa",235
"2",8,9,3244,1071,1063,40.4235399,-3.7110615,"left","Calle del Cenicero","right","Calle de la Princesa",236
"2",8,9,3244,1071,1063,40.4236042,-3.7111151,"left","Calle del Cenicero","right","Calle de la Princesa",237
"2",8,9,3244,1071,1063,40.4237652,-3.7112546,"left","Calle del Cenicero","right","Calle de la Princesa",238
"2",8,9,3244,1071,1063,40.4240119,-3.7114477,"left","Calle del Cenicero","right","Calle de la Princesa",239
"2",8,9,3244,1071,1063,40.424366,-3.7117481,"left","Calle del Cenicero","right","Calle de la Princesa",240
"2",8,9,3244,1071,1063,40.4247308,-3.7119949,"left","Calle del Cenicero","right","Calle de la Princesa",241
